docs,label
"['net', 'sale', 'surge', '18.5', 'eur167', '.8', 'm.', 'teleste', 'eur20', '.4', 'm', '12.2', 'sale', 'come', 'acquisition', '2009']",2
"['nordea', 'group', 'operating', 'profit', 'increase', '2010', '18', 'percent', 'year', 'year', '3.64', 'billion', 'euro', 'total', 'revenue', '3', 'percent', '9.33', 'billion', 'euro']",2
"['operate', 'profit', 'month', 'period', 'increase', 'eur13', '.6', 'm', 'net', 'sale', 'increase', 'eur394', '.7', 'm', 'compare', 'corresponding', 'period', '2005']",2
"['operate', 'profit', 'month', 'period', 'increase', 'eur3', '.1', 'm', 'net', 'sale', 'increase', 'eur61', '.5', 'm', 'compare', 'corresponding', 'period', '2007']",2
"['operate', 'profit', 'month', 'period', 'increase', 'eur1', '.2', 'm', 'revenue', 'increase', 'eur20', '.2', 'm', 'compare', 'corresponding', 'period', '2005']",2
"['company', 'net', 'profit', 'rise', '11.4', 'year', '82.2', 'million', 'euro', '2005', 'sale', '686.5', 'million', 'euro', '13.8', 'year', 'company', 'early']",2
"['lithuanian', 'beer', 'market', '14.41', 'million', 'liter', 'january', 'rise', '0.8', 'percent', 'year', 'early', 'figure', 'lithuanian', 'brewer', 'association', 'report', 'cite', 'result', 'member']",2
"['vike', 'line', 'cargo', 'revenue', 'increase', '5.4', 'eur', '21.46', 'mn', 'cargo', 'volume', 'increase', '2.4', '70,116', 'cargo', 'unit']",2
"['fair', 'value', 'property', 'portfolio', 'double', 'result', 'kapiteeli', 'acquisition', 'total', 'eur', '2,686.2', '1,259.7', 'million']",2
"['10', 'february', '2011', 'finnish', 'medium', 'company', 'sanoma', 'oyj', 'hel', ' ', 'saa1v', 'yesterday', '2010', 'net', 'profit', 'triple', 'eur297', '.3', 'm', 'eur107', '.1', 'm', '2009', 'announce', 'proposal', 'raise', 'payout']",2
"['helsinki', ' ', 'eliiv', 'today', 'report', 'eps', 'eur1', '.13', '2009', 'increase', 'eps', 'eur1', '.12', '2008']",2
"['aspo', 'plc', 'stock', 'exchange', 'release', 'february', '11', '2011', 'at8', '.45', 'a.m.', 'esl', 'shipping', 'ltd', 'aspo', 'group', 'sign', 'new', 'long', 'term', 'contract', 'rautaruukki', 'corporation', 'marine', 'transport', 'raw', 'material', 'baltic', 'sea']",2
"['commission', 'income', 'increase', '22', 'eur', '4.4', 'mn', 'lending', 'volume', 'rise', '13.5']",2
"['january', 'traffic', 'measure', 'revenue', 'passenger', 'kilometre', 'rpk', '3.2', 'capacity', 'measure', 'available', 'seat', 'kilometre', 'ask', 'rise', '12.2']",2
"['january', 'september', '2010', 'fiskar', 'net', 'profit', '14', 'year', 'year', 'eur', '65.4', 'million', 'net', 'sale', 'eur', '525.3', 'million', 'eur', '487.7', 'million']",2
"['net', 'income', 'life', 'insurance', 'rise', 'eur', '16.5', 'mn', 'eur', '14.0', 'mn', 'net', 'income', 'non', 'life', 'insurance', 'eur', '22.6', 'mn', 'eur', '15.2', 'mn', '2009']",2
"['nyrstar', 'agree', 'supply', 'talvivaara', '150,000', 'tonne', 'sulphuric', 'acid', 'annum', 'use', 'talvivaara', 'leach', 'process', 'period', 'supply', 'zinc', 'concentrate']",2
"['sale', 'rise', 'export', 'market']",2
"['sale', 'increase', 'grow', 'market', 'rate', 'increase', 'operation']",2
"['agreement', 'strengthen', 'long', 'term', 'partnership', 'nokia', 'siemens', 'network']",2
"['company', 'estimate', 'carry', 'investment', 'lead', 'increase', 'net', 'sale', '2010', '2009', 'reach', 'eur', '141.7', 'million']",2
"['company', 'order', 'book', 'stand', '1.5', 'bln', 'euro', '$', '2.2', 'bln', 'september', '30', '2007', '24.2', 'pct', 'year', 'international', 'order', '365', 'mln', 'euro', '$', '534.3', 'mln']",2
"['company', 'paper', 'demand', 'increase', 'main', 'market', 'include', 'publication', 'paper', 'increase', 'average', 'paper', 'price', '4', 'percent', 'compare', 'year']",2
"['world', 'second', 'large', 'stainless', 'steel', 'maker', 'net', 'profit', 'month', 'period', 'dec', '31', 'surge', 'euro603', 'million', 'us$', '781', 'million', 'euro3', '.33', 'us$', '4.31', 'share', 'euro172', 'million', 'euro0', '.94', 'share', 'previous', 'year']",2
"['seppala', 'revenue', 'increase', '0.2', 'eur10', '.1', 'm.', 'finland', 'revenue', '2.4', 'eur6', '.8', 'm', 'sale', 'abroad', 'rise', '6.2', 'eur3', '.3', 'm.', 'sale', 'increase', 'baltic', 'country', 'russia', 'ukraine']",2
"['share', 'standard', 'charter', 'stan', 'rise', '1.2', 'ftse', '100', 'royal', 'bank', 'scotland', 'rbs', 'share', 'rise', '2', 'barclay', 'share', 'barc', 'bcs', '1.7']",2
"['share', 'nokia', 'corp', 'rise', 'thursday', 'cell', 'phone', 'maker', 'quarter', 'earning', 'double', 'share', 'global', 'handset', 'market', 'increase']",2
"['financial', 'report', 'publish', 'friday', 'seb', 'net', 'profit', 'soar', 'sek6', '.745', 'bn', '2010', 'year', 'early', 'sek1', '.114', 'bn', 'propose', '50', 'dividend', 'increase', 'sek1', '.50', 'share']",2
"['request', 'finnish', 'medium', 'company', 'alma', 'medium', 'newspaper', 'research', 'manager', 'jari', 'kaivo', 'oja', 'finland', 'futures', 'research', 'centre', 'turku', 'school', 'economic', 'draw', 'future', 'scenario', 'finland', 'national', 'economy', 'use', 'model', 'develop', 'university', 'denver']",1
"['sweden', 'gallerix', 'accumulate', 'sek', 'denominate', 'sale', '1', 'eur', 'denominate', 'sale', '11']",1
"['investment', 'place', 'atria', 'plan', 'expand', 'moscow', 'market']",1
"['june', 'sell', '30', 'percent', 'stake', 'nordstjernan', 'investment', 'group', 'option', 'acquire', 'eqt', 'remain', 'share']",1
"['stock', 'exchange', 'announcement', '20', 'july', '2006', '1', '1', 'basware', 'share', 'subscription', 'warrant', 'increase', 'share', 'capital', 'total', '119', '850', 'share', 'subscribe', 'basware', 'warrant', 'program']",1
"['new', 'plant', 'plan', 'electricity', 'generation', 'capacity', '350', 'megawatt', 'mw', 'heat', 'generation', 'capacity']",1
"['omx', 'helsinki', '25', 'index', '0.92', 'pct', '2,518.67', 'helsinki', 'cap', 'portfolio', 'index', '0.91', 'pct', 'high', '4,711.19']",2
"['maximum', '666,104', 'new', 'share', 'far', 'subscribe', 'exercise', 'b', 'option', '2004', 'stock', 'option', 'plan']",1
"['route', 'helsinki', 'finland', 'tallinn', 'estonia', 'cargo', 'volume', 'increase', '36', 'cargo', 'volume', 'finland', 'sweden', 'fall', '9']",1
"['rinkuskiai', 'raise', 'sale', '18.1', 'percent', '1.37', 'million', 'liter', 'sale', 'kauno', 'alus', 'grow', '14.3', 'percent', '960,000', 'liter']",2
"['tiimari', 'operate', '194', 'store', 'country', 'include', 'core', 'finnish', 'market', 'generate', 'turnover', '76.5', 'mln', 'eur', '2005']",1
"['combination', 'service', 'enable', 'offer', 'complex', 'strengthened', 'service', 'chain', 'limit', 'baltic', 'port', 'connection', 'access', 'world', 'wide', 'grimaldi', 'network', 'mediterranean', 'africa', 'north', 'america', '`', '`', 'uwe', 'bakosch']",2
"['company', 'expect', 'turnover', '2010', 'slightly', 'increase', 'level', '2009', 'add', '`', '`', 'market', 'predictability', 'poor', 'trustworthy', 'forecast', 'market', 'development', 'contract', 'manufacturing', 'business', 'current', 'year']",2
"['acquisition', 'considerably', 'increase', 'kemira', 'sale', 'market', 'position', 'russian', 'metal', 'industry', 'coating', 'market']",2
"['january', 'september', '2007', 'finnline', 'net', 'sale', 'rise', 'eur', '505.4', 'mn', 'eur', '473.5', 'mn', 'corresponding', 'period', '2006']",2
"['adjust', 'change', 'group', 'structure', 'division', 'net', 'sale', 'increase', '1.7']",2
"['`', '`', 'change', 'optimize', 'operational', 'efficiency', 'grow', 'business', 'julia', 'prohaska', 'director', 'marketing', 'communication', 'fiskar']",2
"['4', 'february', '2011', 'finnish', 'broadband', 'datum', 'communication', 'system', 'provider', 'teleste', 'oyj', 'hel', ' ', 'tlt1v', 'net', 'profit', 'jump', 'eur2', '.1', 'm', 'quarter', '2010', 'eur995', '000', 'period', '2009']",2
"['finnish', 'aktia', 'group', 'operating', 'profit', 'rise', 'eur', '17.5', 'mn', 'quarter', '2010', 'eur', '8.2', 'mn', 'quarter', '2009']",2
"['finnish', 'bank', '+', 'àland', 'consolidated', 'net', 'operating', 'profit', 'increase', 'eur', '4.8', 'mn', 'quarter', '2005', 'eur', '6.4', 'mn', 'quarter', '2006']",2
"['finnish', 'financial', 'group', 'aktia', 'report', 'operate', 'profit', 'eur', '44.4', 'mn', 'january', 'september', '2009', 'eur', '37.3', 'mn', 'corresponding', 'period', '2008']",2
"['finnish', 'high', 'technology', 'provider', 'vaahto', 'group', 'report', 'net', 'sale', 'eur', '41.8', 'mn', 'accounting', 'period', 'september', '2007', 'february', '2008', 'increase', '11.2', 'year', 'early']",2
"['net', 'sale', 'finnish', 'food', 'industry', 'company', 'l+ñnnen', 'tehtaat', 'continue', 'operation', 'increase', '13', '2008', 'eur', '349.1', 'mn', 'eur', '309.6', 'mn', '2007']",2
"['individual', 'promotion', 'generate', 'slightly', 'high', 'expect', 'revenue']",2
"['biohit', 'service', 'current', 'genesis', 'customer', 'customer', 'base', 'expect', 'expand', 'result', 'agreement']",2
"['operate', 'profit', 'turnover', 'month', 'period', 'increase', 'respectively', 'eur0', '.9', 'm', 'eur8', '.3', 'm', 'compare', 'corresponding', 'period', '2005']",2
"['circulation', 'revenue', 'increase', '5', 'finland', '4', 'sweden', '2008']",2
"['clothing', 'chain', 'sepp+ñl+ñ', 'net', 'sale', 'increase', '7.0', 'eur', '30.8', 'mn']",2
"['construction', 'volume', 'grow', 'rate', '10', '15', 'percent', 'annually']",2
"['finnish', 'swedish', 'construction', 'market', 'experience', 'estimate', '4', 'annual', 'growth', '2008']",2
"['biohit', 'estimate', 'total', 'net', 'sale', 'continue', 'grow', '2009', 'favourable', 'trend', 'net', 'sale', 'lead', 'profit', '2009']",2
"['2009', 'fiskar', 'cash', 'flow', 'operating', 'activity', 'eur121', 'm', 'eur97', 'm', 'previous', 'year']",2
"['lithuania', 'operating', 'profit', 'rise', 'eur', '190,000', 'eur', '70,000', 'corresponding', 'period', '2005']",2
"['fourth', 'quarter', '2008', 'net', 'sale', 'increase', '2', 'eur', '1,050.7', 'mn', 'eur', '1,027.0', 'mn', 'fourth', 'quarter', '2007']",2
"['international', 'sale', 'rise', '59.8', 'eur', '1,244.4', 'mn']",2
"['net', 'sale', 'grow', 'period', ' ', 'x20ac', '402', 'million', '$', '585us', 'million', ' ', 'x20ac', '401', 'million', '2006']",2
"['net', 'sale', 'increase', 'eur655', 'm', 'april', 'june', '2010', 'eur438', 'm', 'year', 'early']",2
"['net', 'sale', 'rise', '25.5', 'year', 'year', 'eur59', '.6', 'm', 'number', 'charger', 'deliver', '41', '65.9', 'million', 'piece']",2
"['net', 'sale', 'total', 'eur', '93.6', 'mn', 'eur', '93.2', 'mn', 'corresponding', 'period', '2005']",2
"['operate', 'profit', 'increase', '145.1', 'eur', '8.3', 'mn', 'eur', '3.4', 'mn']",2
"['operate', 'profit', 'margin', 'increase', '11.2', '11.7']",2
"['operating', 'profit', 'rise', 'eur', '3.11', 'mn', 'eur', '1.22', 'mn', 'corresponding', 'period', '2009']",2
"['operating', 'profit', 'rise', 'eur', '5mn', 'eur', '2.8', 'mn', 'fourth', 'quarter', '2008']",2
"['operating', 'profit', 'eur', '24.5', 'mn', 'eur', '23.0', 'mn']",2
"['ramirent', 'net', 'sale', 'second', 'quarterended', 'june', '30', 'euro', '128.7', 'million', 'u.s', '$', '163', 'million', '3.3', 'percent', 'increase', 'compare', 'euro', '124.6', 'million', 'thesecond', 'quarter', 'year']",2
"['revenue', 'grow', '2', 'percent', ' ', 'x20ac', '580', 'million', '$', '743', 'million', ' ', 'x20ac', '569', 'million']",2
"['ruukki', 'announce', 'sign', 'agreement', 'aker', 'solution', 'norway', 'supply', '24', 'suction', 'anchor', 'september', '2010', 'kalajoki', 'unit', 'finland']",2
"['ruukki', 'delivery', 'volume', 'sell', 'price', 'favourable', 'development', 'company', 'comparable', 'net', 'sale', 'grow', '50', 'year', 'year', 'eur647', 'm', 'ceo', 'sakari', 'tamminen']",2
"['sanoma', 'magazine', 'net', 'sale', 'estimate', 'grow', '2006']",2
"['bank', 'forecast', 'finland', 'gdp', 'grow', '2', '2010', '2011']",2
"['company', 'consolidated', 'operating', 'profit', 'eur', '15.86', 'mn', 'eur', '4.14', 'mn', 'year', 'year']",2
"['department', 'store', 'division', 'report', 'increase', 'sale', '4', 'cent']",2
"['fair', 'value', 'company', 'investment', 'property', 'grow', 'eur', '2.803', 'billion', 'end', 'march', '2009', 'eur', '2.691', 'million', 'year', 'ago']",2
"['quarter', 'good', 'quarter', '2009', 'net', 'sale', 'operate', 'margin', 'rise', '12.2']",2
"['major', 'brewery', 'increase', 'domestic', 'beer', 'sale', '4.5', 'cent', 'year', '256.88', 'million', 'litre', '245.92', 'million', 'litre', '2004']",2
"['transaction', 'double', 'tecnomen', 'workforse', 'add', 'fourth', 'net', 'sale']",2
"['operate', 'profit', 'rise', '26.9', 'eur', '105.8', '83.4', 'million']",2
"['`', '`', 'purchase', 'cramo', 'second', 'large', 'rental', 'service', 'provider', 'latvian', 'market']",2
"['`', '`', 'purchase', 'operation', 'yit', 'strategy', 'expand', 'offering', 'building', 'system', 'service', 'geographically']",2
"['21', 'october', '2010', 'finnish', 'fishing', 'tackle', 'company', 'rapala', 'vmc', 'corp', 'hel', ' ', 'rap1v', 'today', 'net', 'profit', 'rise', 'eur18', '.9', 'm', 'month', '2010', 'eur15', '.1', 'm', 'period', 'year', 'early']",2
"['accord', 'finnish', 'metso', 'mineral', 'value', 'company', 'order', 'eur', '1.9', 'bn', '12', 'month']",2
"['finnish', 'aldata', 'solution', 'sign', 'contract', 'supply', 'g.o.l.d', 'system', 'french', 'retail', 'chain']",2
"['finnish', 'bank', '+', 'àland', 'report', 'operating', 'profit', 'rise', 'eur', '21.3', 'mn', 'second', 'quarter', '2009', 'eur', '6.1', 'mn', 'corresponding', 'period', '2008']",2
"['finnish', 'financial', 'group', 'aktia', 'operating', 'profit', '2009', 'increase', 'eur', '47.0', 'mn', 'eur', '6.6', 'mn', '2008']",2
"['finnish', 'forest', 'machinery', 'manufacturer', 'ponsse', 'net', 'sale', 'grow', 'eur', '51.3', 'mn', 'quarter', '2010', 'eur', '37.5', 'mn', 'corresponding', 'period', '2009']",2
"['finnish', 'kci', 'konecrane', 'raise', 'net', 'sale', 'growth', 'estimate', '2006', '25', '35']",2
"['finnish', 'okmetic', 'manufacture', 'process', 'silicon', 'wafer', 'semiconductor', 'sensor', 'industry', 'norwegian', 'solar', 'wafer', 'company', 'norsun', 'sign', 'contract', 'okmetic', 'supply', 'norsun', 'mono', 'silicon', 'crystal', 'use', 'solar', 'cell', 'manufacturing']",2
"['finnish', 'pharmaceutical', 'company', 'orion', 'net', 'sale', 'rise', 'eur', '190mn', 'quarter', '2009', 'eur', '180mn', 'quarter', '2008']",2
"['finnish', 'ponsse', 'sign', 'agreement', 'babcock', 'africa', 'distribution', 'support', 'ponsse', 'forest', 'machine', 'harvester', 'head', 'information', 'system', 'south', 'africa']",2
"['south', 'african', 'sappi', 'large', 'foreign', 'forest', 'industry', 'company', 'operate', 'finland', 'result', 'acquisition', 'finnish', 'm', 'real', 'corporation', 'graphic', 'paper', 'business', 'unit']",2
"['accord', 'deputy', 'md', 'pekka', 'silvennoinen', 'aim', 'double', 'turnover', 'year']",2
"['accord', 'hkscan', 'finland', 'plan', 'increase', 'j+ñrvi', 'suoman', 'portti', 'net', 'sale', 'eur', '80mn', 'eur', '100mn']",2
"['advertising', 'circulation', 'revenue', 'grow', '3.4', '0.4', 'respectively']",2
"['takeover', 'cramo', 'second', 'large', 'rental', 'service', 'provider', 'latvian', 'market']",2
"['significant', 'sale', 'increase', '18.6', 'russia']",2
"['alma', 'medium', 'expect', 'net', 'sale', 'increase', 'forecast', 'previously']",2
"['lemmink+ñinen', 'profit', 'accounting', 'period', 'eur', '3.1', 'mn', 'eur', '-24.5', 'mn', 'year', 'ago']",2
"['end', 'march', '2007', 'group', 'order', 'book', 'eur', '39.6', 'mn', '42', 'corresponding', 'period', '2006']",2
"['time', 'profit', 'company', 'increase', '10', 'h1', 'reach', 'ls', '79,000']",2
"['operating', 'profit', 'net', 'sale', '12', 'month', 'period', 'increase', 'respectively', 'eur10', '.5', 'm', 'eur28', '.8', 'm', 'compare', 'financial', 'year', '2004']",2
"['operating', 'profit', 'net', 'sale', '12', 'month', 'period', 'increase', 'respectively', 'eur20', '.8', 'm', 'eur177', '.7', 'm', 'compare', 'financial', 'year', '2004']",2
"['operating', 'profit', 'net', 'sale', '12', 'month', 'period', 'increase', 'respectively', 'eur21', '.5', 'm', 'eur196', '.1', 'm', 'compare', '2005']",2
"['operating', 'profit', 'net', 'sale', '12', 'month', 'period', 'increase', 'respectively', 'eur4', '.7', 'm', 'eur26', '.7', 'm', 'compare', '2004']",2
"['operating', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', '26.6', '3.4', 'compare', 'corresponding', 'period', '2006']",2
"['operating', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'eur13', '.8', 'm', 'eur143', '.6', 'm', 'compare', 'corresponding', 'period', '2007']",2
"['operating', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'eur0', '.4', 'm', 'eur3', '.2', 'm', 'compare', 'corresponding', 'period', '2005']",2
"['operating', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'eur18', '.1', 'm', 'eur127', '.6', 'm', 'compare', 'corresponding', 'period', '2006']",2
"['operating', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'eur7', '.5', 'm', 'eur655', '.5', 'm', 'compare', 'corresponding', 'period', '2005']",2
"['operating', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'eur15', '.1', 'm', 'eur131', '.5', 'm', 'compare', 'corresponding', 'period', '2005']",2
"['operating', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'eur16', '.0', 'm', 'eur139', 'm', 'compare', 'corresponding', 'quarter', '2006']",2
"['operate', 'profit', 'sale', 'month', 'period', 'increase', 'respectively', 'eur0', '.3', 'm', 'eur13', '.1', 'm', 'compare', 'corresponding', 'period', '2005']",2
"['operate', 'profit', 'turnover', 'month', 'period', 'increase', 'respectively', 'eur2', '.4', 'm', 'eur43', '.8', 'm', 'compare', 'corresponding', 'period', 'year', 'ago']",2
"['operate', 'profit', 'turnover', 'month', 'period', 'increase', 'respectively', 'eur17', '.6', 'm', 'eur1149', '.9', 'm', 'compare', 'corresponding', 'period', '2007']",2
"['operate', 'profit', 'turnover', 'month', 'period', 'increase', 'respectively', 'eur0', '.1', 'm', 'eur29', '.0', 'm', 'compare', 'corresponding', 'period', 'year', 'ago']",2
"['cargo', 'volume', 'grow', '7']",2
"['cargo', 'volume', 'increase', 'approximately', '5']",2
"['comparable', 'operating', 'profit', 'total', 'eur', '854mn', 'eur', '730mn', '2004']",2
"['digia', 'consolidated', 'net', 'sale', 'january', 'june', '2010', 'eur67', '.8', 'm', '9.7', 'period', '2009', 'eur61', '.9', 'm']",2
"['dilute', 'earning', 'share', 'eps', 'rise', 'eur', '0.29', 'eur', '0.05']",2
"['dilute', 'earning', 'share', 'eps', 'rise', 'eur', '0.52', 'versus', 'eur', '0.09']",2
"['dilute', 'earning', 'share', 'eps', 'rise', 'eur', '1.05', 'eur', '0.64']",2
"['dilute', 'earning', 'share', 'eps', 'rise', 'eur', '3.68', 'eur', '0.50']",2
"['dilute', 'eps', 'rise', 'eur3', '.68', 'eur0', '.50']",2
"['ebit', 'margin', '1.4', '5.1']",2
"['eps', 'quarter', 'eur0', '.00', 'compare', 'eur0', '.01', 'quarter', '2008', 'represent', 'group', 'net', 'sale', 'quarter', 'eur15', '.3', 'm', '2.8', 'compare', 'eur14', '.9', 'm', 'quarter', '2008']",2
"['eps', 'continue', 'operation', 'come', '0.30', 'eur', '0.17']",2
"['equity', 'ratio', '60.9', 'compare', '54.2', 'quarter', '2007', 'net', 'sale', 'frozen', 'food', 'business', 'total', 'eur', '11.0', '5', 'quarter', '2006']",2
"['eur928', '000', 'q1', '2010', '6', '2010', 'finnish', 'textile', 'clothing', 'design', 'company', 'marimekko', 'oyj', 'hel', ' ', 'mmo1v', 'today', 'net', 'profit', 'rise', 'eur928', '000', 'quarter', '2010', 'eur13', '000', 'corresponding', 'period', 'year', 'early']",2
"['finland', 'base', 'elcoteq', 'se', 'privately', 'hold', 'provider', 'electronic', 'manufacturing', 'service', 'communication', 'company', 'thursday', 'sign', 'long', 'term', 'manufacturing', 'supply', 'deal', 'communication', 'equipment', 'company', 'andrew', 'corp']",2
"['finnish', 'cutlery', 'hand', 'tool', 'maker', 'fiskar', 'oyj', 'abp', 'hel', ' ', 'fisas', 'today', 'net', 'profit', 'rise', 'eur', '24.1', 'million', 'usd', '33.6', 'm', 'quarter', '2010', 'eur', '17.9', 'million', 'year', 'early']",2
"['finnish', 'department', 'store', 'chain', 'stockmann', 'oyj', 'abp', 'net', 'profit', 'rise', '39.8', 'mln', 'euro', '$', '56.8', 'mln', 'month', '2007', '37.4', 'mln', 'euro', '$', '53.4', 'mln', 'period', '2006']",2
"['finnish', 'lifting', 'equipment', 'maker', 'konecrane', 'oyj', 'july', '30', '2008', 'net', 'profit', 'rise', '71.2', 'mln', 'euro', '$', '111.1', 'mln', 'half', '2008', '57.1', 'mln', 'euro', '$', '89.1', 'mln', 'period', '2007']",2
"['finnish', 'message', 'solution', 'developer', 'tecnoman', 'corporation', 'omx', 'helsinki', ' ', 'tem1v', 'thursday', '11', 'december', 'receive', 'expansion', 'order', 'convergent', 'charge', 'solution', 'latin', 'america']",2
"['finnish', 'metal', 'industry', 'solution', 'supplier', 'outotec', 'oyj', 'net', 'profit', 'rise', '50.4', 'mln', 'euro', '$', '72.5', 'mln', 'month', '2007', '20.1', 'mln', 'euro', '$', '28.9', 'mln', 'period', '2006']",2
"['finnish', 'metal', 'product', 'company', 'componenta', 'oyj', 'net', 'profit', 'rise', '26.1', 'mln', 'euro', '$', '35.9', 'mln', 'quarter', '2007', '5.3', 'mln', 'euro', '$', '7.3', 'mln', 'period', '2006']",2
"['finnish', 'office', 'supply', 'computer', 'accessory', 'dealer', 'beltton', 'group', 'plc', 'net', 'profit', 'rise', '1.3', 'mln', 'euro', '$', '1.7', 'mln', '2006', '1.13', 'mln', 'euro', '$', '1.5', 'mln', '2005']",2
"['finnish', 'security', 'privacy', 'software', 'solution', 'developer', 'stonesoft', 'oyj', 'january', '7', '2008', 'preliminary', 'sale', 'stonegate', 'product', 'grow', '59', 'pct', 'year', 'year', '3.6', 'mln', 'euro', '$', '5.3', 'mln', 'fourth', 'quarter', '2007']",2
"['finnish', 'silicon', 'wafer', 'technology', 'company', 'okmetic', 'oyj', 'omx', 'helsinki', ' ', 'okm1v', 'report', 'thursday', '7', 'august', 'operate', 'profit', 'eur5', '.3', 'm', 'period', 'january', 'june', '2008', 'eur3', '.3', 'm', 'corresponding', 'period', '2007']",2
"['finnish', 'software', 'developer', 'solution', 'oyj', 'net', 'profit', 'increase', '3.5', 'mln', 'euro', '$', '4.6', 'mln', '2006', '2.3', 'mln', 'euro', '$', '3.0', 'mln', '2005']",2
"['quarter', 'underlie', 'operating', 'profit', 'rise', '41', 'mln', 'eur', '33', 'mln', 'year', 'early']",2
"['follow', 'acquisition', 'relacom', 'strengthen', 'presence', 'finland', 'serve', 'operator', 'office', 'market', 'mobile', 'fix', 'network', 'construction', 'installation', 'maintenance', 'service']",2
"['month', '2010', 'company', 'net', 'profit', 'rise', 'eur41', 'm', 'eur30', 'm', 'corresponding', 'period', '2009']",2
"['helsinki', 'afx', 'retail', 'wholesale', 'group', 'kesko', 'report', 'net', 'sale', '659.4', 'mln', 'eur', 'february', 'increase', '10.8', 'pct', 'year', 'year']",2
