entities,label
operate profit turnover month period increase respectively eur0 .9 m eur8 .3 m compare corresponding period 2005,2
circulation revenue increase 5 finland 4 sweden 2008,2
clothing chain sepp+ñl+ñ net sale increase 7.0 eur 30.8 mn,2
construction volume grow rate 10 15 percent annually,2
biohit estimate total net sale continue grow 2009 favourable trend net sale lead profit 2009,2
2009 fiskar cash flow operating activity eur121 m eur97 m previous year,2
"lithuania operating profit rise eur 190,000 eur 70,000 corresponding period 2005",2
"fourth quarter 2008 net sale increase 2 eur 1,050.7 mn eur 1,027.0 mn fourth quarter 2007",2
"international sale rise 59.8 eur 1,244.4 mn",2
net sale grow period   x20ac 402 million $ 585us million   x20ac 401 million 2006,2
net sale increase eur655 m april june 2010 eur438 m year early,2
net sale rise 25.5 year year eur59 .6 m number charger deliver 41 65.9 million piece,2
net sale total eur 93.6 mn eur 93.2 mn corresponding period 2005,2
operate profit increase 145.1 eur 8.3 mn eur 3.4 mn,2
operate profit margin increase 11.2 11.7,2
operating profit rise eur 3.11 mn eur 1.22 mn corresponding period 2009,2
operating profit rise eur 5mn eur 2.8 mn fourth quarter 2008,2
operating profit eur 24.5 mn eur 23.0 mn,2
ramirent net sale second quarterended june 30 euro 128.7 million u.s $ 163 million 3.3 percent increase compare euro 124.6 million thesecond quarter year,2
revenue grow 2 percent   x20ac 580 million $ 743 million   x20ac 569 million,2
ruukki delivery volume sell price favourable development company comparable net sale grow 50 year year eur647 m ceo sakari tamminen,2
company consolidated operating profit eur 15.86 mn eur 4.14 mn year year,2
department store division report increase sale 4 cent,2
fair value company investment property grow eur 2.803 billion end march 2009 eur 2.691 million year ago,2
quarter good quarter 2009 net sale operate margin rise 12.2,2
major brewery increase domestic beer sale 4.5 cent year 256.88 million litre 245.92 million litre 2004,2
operate profit rise 26.9 eur 105.8 83.4 million,2
21 october 2010 finnish fishing tackle company rapala vmc corp hel   rap1v today net profit rise eur18 .9 m month 2010 eur15 .1 m period year early,2
accord finnish metso mineral value company order eur 1.9 bn 12 month,2
finnish bank + àland report operating profit rise eur 21.3 mn second quarter 2009 eur 6.1 mn corresponding period 2008,2
finnish financial group aktia operating profit 2009 increase eur 47.0 mn eur 6.6 mn 2008,2
finnish forest machinery manufacturer ponsse net sale grow eur 51.3 mn quarter 2010 eur 37.5 mn corresponding period 2009,2
finnish kci konecrane raise net sale growth estimate 2006 25 35,2
accord hkscan finland plan increase j+ñrvi suoman portti net sale eur 80mn eur 100mn,2
advertising circulation revenue grow 3.4 0.4 respectively,2
end march 2007 group order book eur 39.6 mn 42 corresponding period 2006,2
"time profit company increase 10 h1 reach ls 79,000",2
operating profit net sale 12 month period increase respectively eur10 .5 m eur28 .8 m compare financial year 2004,2
operating profit net sale 12 month period increase respectively eur20 .8 m eur177 .7 m compare financial year 2004,2
operating profit net sale 12 month period increase respectively eur21 .5 m eur196 .1 m compare 2005,2
operating profit net sale 12 month period increase respectively eur4 .7 m eur26 .7 m compare 2004,2
operating profit net sale month period increase respectively 26.6 3.4 compare corresponding period 2006,2
operating profit net sale month period increase respectively eur13 .8 m eur143 .6 m compare corresponding period 2007,2
operating profit net sale month period increase respectively eur0 .4 m eur3 .2 m compare corresponding period 2005,2
operating profit net sale month period increase respectively eur18 .1 m eur127 .6 m compare corresponding period 2006,2
operating profit net sale month period increase respectively eur7 .5 m eur655 .5 m compare corresponding period 2005,2
operating profit net sale month period increase respectively eur15 .1 m eur131 .5 m compare corresponding period 2005,2
operating profit net sale month period increase respectively eur16 .0 m eur139 m compare corresponding quarter 2006,2
operate profit sale month period increase respectively eur0 .3 m eur13 .1 m compare corresponding period 2005,2
operate profit turnover month period increase respectively eur2 .4 m eur43 .8 m compare corresponding period year ago,2
operate profit turnover month period increase respectively eur17 .6 m eur1149 .9 m compare corresponding period 2007,2
operate profit turnover month period increase respectively eur0 .1 m eur29 .0 m compare corresponding period year ago,2
cargo volume increase approximately 5,2
comparable operating profit total eur 854mn eur 730mn 2004,2
digia consolidated net sale january june 2010 eur67 .8 m 9.7 period 2009 eur61 .9 m,2
dilute earning share eps rise eur 0.29 eur 0.05,2
dilute earning share eps rise eur 0.52 versus eur 0.09,2
dilute earning share eps rise eur 1.05 eur 0.64,2
dilute earning share eps rise eur 3.68 eur 0.50,2
dilute eps rise eur3 .68 eur0 .50,2
ebit margin 1.4 5.1,2
eps continue operation come 0.30 eur 0.17,2
equity ratio 60.9 compare 54.2 quarter 2007 net sale frozen food business total eur 11.0 5 quarter 2006,2
eur928 000 q1 2010 6 2010 finnish textile clothing design company marimekko oyj hel   mmo1v today net profit rise eur928 000 quarter 2010 eur13 000 corresponding period year early,2
finland base elcoteq se privately hold provider electronic manufacturing service communication company thursday sign long term manufacturing supply deal communication equipment company andrew corp,2
finnish cutlery hand tool maker fiskar oyj abp hel   fisas today net profit rise eur 24.1 million usd 33.6 m quarter 2010 eur 17.9 million year early,2
finnish department store chain stockmann oyj abp net profit rise 39.8 mln euro $ 56.8 mln month 2007 37.4 mln euro $ 53.4 mln period 2006,2
finnish lifting equipment maker konecrane oyj july 30 2008 net profit rise 71.2 mln euro $ 111.1 mln half 2008 57.1 mln euro $ 89.1 mln period 2007,2
finnish metal industry solution supplier outotec oyj net profit rise 50.4 mln euro $ 72.5 mln month 2007 20.1 mln euro $ 28.9 mln period 2006,2
finnish metal product company componenta oyj net profit rise 26.1 mln euro $ 35.9 mln quarter 2007 5.3 mln euro $ 7.3 mln period 2006,2
finnish office supply computer accessory dealer beltton group plc net profit rise 1.3 mln euro $ 1.7 mln 2006 1.13 mln euro $ 1.5 mln 2005,2
finnish security privacy software solution developer stonesoft oyj january 7 2008 preliminary sale stonegate product grow 59 pct year year 3.6 mln euro $ 5.3 mln fourth quarter 2007,2
finnish silicon wafer technology company okmetic oyj omx helsinki   okm1v report thursday 7 august operate profit eur5 .3 m period january june 2008 eur3 .3 m corresponding period 2007,2
finnish software developer solution oyj net profit increase 3.5 mln euro $ 4.6 mln 2006 2.3 mln euro $ 3.0 mln 2005,2
quarter underlie operating profit rise 41 mln eur 33 mln year early,2
month 2010 company net profit rise eur41 m eur30 m corresponding period 2009,2
helsinki afx retail wholesale group kesko report net sale 659.4 mln eur february increase 10.8 pct year year,2
net sale 2010 grow eur598 .3 m eur582 .3 m 2009,2
sale return growth april june 2010 ceo pekka eloholma,2
ragutis control finnish brewery report 5.4 cent rise beer sale 10.44 million litre hold 11.09 cent market share,2
svyturys utenos alus control nordic group baltic beverage hold bbh post 4.7 cent growth beer sale january 46.22 million litre,2
december member lithuanian brewer association sell total 20.3 million liter beer increase 1.9 percent sale 19.92 million liter december 2004,2
january september 2009 group net interest income increase eur 112.4 mn eur 74.3 mn january september 2008,2
q1 2010 bank + àland net interest income increase eur 9.1 mn eur 9.7 mn,2
sweden operate profit period review total eur 3.4 mn 30.8 corresponding period 2005,2
fourth quarter 2009 orion net profit 33.8 year year eur33 m,2
second quarter 2010 group net profit rise eur 3.1 million eur 2.5 million april june 2009,2
second quarter 2010 group net profit rise eur3 .1 m eur2 .5 m april june 2009,2
quarter net sale increase 12 year year eur 159.5 million 6 comparable currency rate growth,2
quarter net sale increase 12 year year eur159 .5 m 6 comparable currency rate growth,2
market share widen 48.51 percent 48.31 percent year early,2
kesko agro eesti retailer wholesaler grain agricultural warehousing machinery accessory net sale 81 million euro 2007 increase tenth precede year,2
kesko car import retailing business vv auto sale grow 17.1 pct,2
kone net sale rise 14 year year month 2008,2
adp news feb 11 2009 finnish management software solution provider ixono oyj hel   xns1v today net profit rise eur 3.5 million usd 4.5 m 2008 eur 3.1 million 2007,2
adp news feb 12 2009 finnish solution provider affecto oyj hel   afe1v today net profit rise eur 8.5 million usd 11 m 2008 eur 7 million 2007,2
adp news feb 6 2009 finnish fishing tackle company rapala vmc corp hel   rap1v today net profit rise eur 19.2 million usd 24.6 m 2008 eur 17.5 million 2007,2
adp news nov 5 2008 finnish electronic measurement product solution maker vaisala oyj omx   vaias today net profit rise eur 18 million usd 23.1 m month 2008 eur 1,2
adp news oct 29 2008 finnish lifting equipment maker konecrane oyj omx   kcr1v today net profit rise eur 116.6 million usd 149.1 m month 2008 eur 73.6 million s,2
metso expect net sale increase 10 2008 comparable exchange rate,2
net interest income increase 4.5 eur 31.4 mn eur 30.0 mn 2004,2
net interest income eur 152.2 mn eur 101.0 mn 2008,2
net interest income eur 39.3 mn eur 32.7 mn,2
net sale vegetable oil business rise eur 10.6 mn eur 10.1 mn,2
nokia multimedia net sale total eur 5.7 bn 45 corresponding period 2005,2
operate income rise eur 696.4 mn eur 600.3 mn 2009,2
operate profit kauppalehti group rise eur 1.5 mn eur 1.3 mn marketplace eur 1.3 mn eur 1.0 mn quarter 2006,2
operating profit rise eur 1.94 mn eur 2.45 mn,2
operating profit rise 22.1 mln eur 19.9 mln,2
operating profit rise eur 1.6 mn eur 1.1 mn corresponding period 2006,2
operating profit rise eur 103.4 mn eur 23.2 corresponding period 2006,2
operating profit rise eur 13.5 mn eur 9.7 mn corresponding period 2006,2
operating profit rise eur 26.7 mn eur 14.9 mn corresponding period 2006,2
operating profit rise eur 27.8 mn eur 17.5 mn 2008,2
operating profit rise eur 3.2 mn eur 1.0 mn corresponding period 2008,2
operating profit rise eur 4.7 mn eur 3.6 mn,2
operating profit rise eur 4.7 mn eur 4.6 mn,2
operating profit rise eur 9.2 mn eur 6.8 mn corresponding period 2007,2
operating profit rise eur2 .4 m eur1 .6 m year early,2
operating profit surge eur21 m eur106 000,2
"operate profit total eur 37,7 mn slightly eur 37.2 mn corresponding period 2006",2
operate profit total eur 5.5 mn eur -0.7 mn,2
operating profit eur 11.4 mn eur 7.5 mn,2
operating profit eur 139.7 mn 23 eur 113.8 mn,2
order intake grow 40 year year 30 year year respectively eur 576 million eur 1.7 billion respective january september july september 2010 period,2
order receive grow 55 year year eur732 m,2
orion pharma operating profit increase 42.5 2004,2
passenger volume rise 8.4 accounting period,2
passenger relate revenue rise 5.1 eur 460.8 mn eur 438.5 mn 2009,2
pretax profit rise eur 0.6 mn eur 0.4 mn corresponding period 2005,2
"pretax profit rise eur 1,019 mn eur 1,007 corresponding period 2005",2
pretax profit rise eur 17.8 mn eur 14.9 mn 2005,2
pre tax profit total eur 397.4 mn eur 164.7 mn,2
profit period total eur 39.4 mn eur 33.9 mn corresponding period 2006,2
profit period eur 5.9 mn eur 1.3 mn,2
profit period eur 9.8 mn eur 6.0 mn 2004,2
revenue grow 12 percent   x20ac 3.6 billion us$ 4.5 billion,2
revenue july september grow 14 percent euro 467 million year early company thursday,2
revenue time grow 14 percent 43 million euro,2
sale latin america increase 42 eur 432mn total 8.7 mn mobile device sell area represent increase 32 corresponding period 2009,2
sanoma magazines finland net sale grow eur 140.1 mn eur 131.8 mn,2
"satama net profit quarter 2007 rise 275,000 euro $ 395,000 270,000 euro $ 388,000 period 2006",2
section   regional news demand finnair asian traffic measure passenger kilometer 34.9 august compare year,2
svyturys utenos alus control nordic group baltic beverage hold bbh post 6.1 percent growth beer sale january september 101.99 million liter,2
increase estimate sale 117 million year,2
chain post sale 298 million euro 2005 rise 19.5 percent year year,2
company expect net sale 2008 increase 5 10 2007,2
company operating income ebit total eur 0.0 mn eur -0.3 mn year year,2
eps outlook increase 5.6 pct 2007 7.0 pct 2008,2
"fair value investment property total eur 2,534.9 mn eur 2,455.1 mn 2006",2
finnish government announce wednesday sell 32 percent stake chemical fertilizer group kemira oyj   x20ac 655.6 million $ 890us million send company share price 6 percent,2
helsinki base company salomon atomic suunto brand net profit rise 15 percent month dec 31   x20ac 47 million $ 61us million   x20ac 40.8 million year early,2
operating profit grain trading increase eur 2.0 mn eur 1.4 mn 2005,2
stock rise second day wednesday bring day rise gbx12 .0 2.0,2
stock rise day tuesday bring day rise gbx10 .50 1.8,2
transaction increase earning share quarter eur0 .28,2
total operate revenue grow 27.6 year year eur61 m,2
vacon cash flow operation grow eur 37.1 mn eur 21.9 mn year ago,2
` ` basware product sale grow strongly financial period 24 percent,2
1 february 2011 finnish textile clothing company marimekko oyj hel   mmo1v today preliminary operating profit grow eur8 .2 m 2010 eur6 .3 m 2009,2
affecto expect net sale 2010 increase 2009 level reach eur 103 million,2
cash flow operation rise eur 52.7 mn eur 15.6 mn 2007,2
commission income rise 25.7 eur 16.1 mn eur 12.8 mn 2004,2
earning share january june 2010 eur0 .30 increase 20 year year eur0 .25,2
earning share eps rise eur 0.11 eur 0.03,2
elisa mobile subscription grow 7 percent 2007 mainly customer adopt generation mobile technology,2
eps quarter come 0.36 eur 0.33 eur year ago ahead forecast 0.33 eur,2
eps grow 0.04 eur 0.02 eur,2
export grow 16.5 percent 19.1 million liter,2
finnish investment group panostaja oyj net profit 8.6 mln euro $ 11.4 mln fiscal 2005 06 end october 31 2006 2.8 mln euro $ 3.7 mln period fiscal 2004 05,2
finnish metal component supplier componenta oyj net profit 3.5 mln euro $ 4.5 mln 2006 2.2 mln euro $ 2.8 mln 2005,2
finnish silicon wafer technology company okmetic oyj omx helsinki   okm1v report thursday 30 october operating profit eur7 .4 m january september 2008 eur6 .1 m corresponding period 2007,2
fiskar brand report net sale eur 145.8 mn eur 138.4 mn,2
proportion pay standing order grow 2009,2
january september 2007 group net sale continue operation rise eur 213.1 mn eur 172.6 mn corresponding period 2006,2
july september 2008 yit net sale increase eur 970.8 mn compare eur 906.8 mn corresponding period 2007,2
reporting period net sale rise 8 year year eur64 .3 m business acquisition realize half 2008 09 effect eur10 .9 m review period,2
reporting period company operating profit grow 43.2 eur 6 million,2
year net sale rise eur 68.3 million eur 62.2 million,2
year company raise turnover approximately 7 million lita eur 2 mln 6.1 million lita 2004,2
marimekko group year net sale estimate increase 10,2
net sale surge 30 eur 36 million,2
market share rise 49.14 percent 48.51 percent year early,2
october december sale 302 mln eur 25.3 pct increase year year,2
olvi control 94 percent stake ragutis a. le coq annual report publish early year lithuanian brewery sale reach 15.04 million euro year rise 20.4 percent 12.49 million euro 2004,2
olvi expect sale market share increase quarter 2010,2
operate profit increase eur 14.0 mn eur 4.9 mn corresponding period 2005,2
operate profit asian plant grow markedly,2
operate profit total eur 825mn eur 763mn 2004,2
operate profit total eur 83.0 mn eur 23.5 mn year year,2
production capacity increase 36 000 85 000 tonne year raw material continue recycle paper board,2
profit period increase eur 2.9 mn eur 10.5 mn,2
profit share eur 1.03 eur 0.87,2
return capital employ rise 4.8 percentage point 19.6,2
revenue july september grow 21 percent euro 2.3 billion finnish company thursday,2
revenue grow 1 percent euro742 .2 million us$ 964 million euro735 million,2
ruukki order book end 2010 30 year year 10 quarter quarter,2
sale finland rise 3.9 international growth 0.7,2
sale security system packaging increase slightly,2
stora enso quarter pre tax profit double eur 197mn,2
company market share continue increase far,2
company schedule traffic measure revenue passenger kilometre rpk grow 2 nearly 3 passenger carry schedule flight february 2009,2
disposal autotank strengthen aspo capital structure comment gustav nyberg ceo aspo,2
earning share quarter come 0.25 eur 0.20 eur quarter year early,2
economic occupancy rate sponda property portfolio rise 91.2 88.8 2006,2
group 12 month operating profit grow 31 percent 337.8 million euro,2
growth net sale half 2008 28 compare half 2007,2
pretax profit group life insurance business increase eur 36 million eur 27 million,2
pretax profit group life insurance business increase eur36 m eur27 m,2
"total delivery volume paper business 2010 1,155,000 tonne 1,132,000 tonne 2009",2
value firm forestry holding increase sek 3.6 bn,2
turnover rise eur21 m eur17 m,2
finnish talvivaara mining co hel   tlv1v thursday pick bofa merrill lynch jpmorgan nyse   jpm joint bookrunner plan issue convertible note worth eur250 m usd332 m,1
"mall baltic pearl development project city st petersburg baltic pearl cjsc subsidiary shanghai foreign joint investment company develop home 35,000 people",1
vacon control 5 company investment fund power fund i. eur 1.0 = usd 1.397,1
4 complete shareholder   otto henrik bernhard nyberg 5 information   share transfer correspond 5.68 total number share aspo plc,1
datum processing unit collect datum calculate rvr value provide datum user interface,1
german commerzbank ag hamburg branch jp morgan nyse   jpm participate arranger dutch ing ams   inga co arranger,1
increase number share base option right grant management company stock option plan 2006,1
30 office worldwide 90 pct net sale generate outside finland,1
has80 branch finland annual revenue finland,1
nokia message 1.1 enable customer receive e mail 10 e mail account mobile phone support pop imap e mail service,1
share repurchase 11.01.2008 helsinki stock exchange behalf sampo plc danske bank s helsinki branch,1
contract value eur11 m company add,1
aldata number operational aspect define microsoft detail product market initiative result agreement available later date,1
alexandria va 16 kenneth bower vista calif develop ornamental design handset u.s patent trademark office announce,1
biohit oyj develop manufacture market liquid handling product diagnostic test system use research healthcare industrial laboratory,1
mr ashley deputy executive chairman sport direct sell 43pc stake company pound 900 m time float,1
rental building equipment account 88 percent operating income,1
ruukki delivery include steel structure include installation krakeroy bascule bridge steel pile bridge foundation,1
stockmann establish 1862 finland foreign company enter russia retail trade market 1989,1
"broad base wig index end thursday session 0.1 pct 65,003.34 pt blue chip wig20 1.13 3,687.15 pt",1
business divest generate consolidated net sale eur 60 million annually currently 640 employee,1
"company generate net sale 600 mln euro $ 775.5 mln annually employ 6,000",1
contract cover manufacturing surface treatment installation steel structure,1
order include start commission service,1
phone target time user growth market,1
tielinja generate net sale 7.5 mln euro $ 9.6 mln 2005,1
tikkurila powder coating 50 employee paint plant generate revenue eur2 .4 m usd3 .3 m 2010,1
rental agreement stockmann commit invest building bridge gogol street build underground tunnel cross street 2004,1
vnh generate annual net sale 5 mln eur employ 21 people,1
jan 6 ford struggle face slow truck suv sale surfeit date gotta car,0
pharmaceuticals group orion corp report fall quarter earning hit large expenditure r&d marketing,0
growth margin slow financial crisis,0
helsinki afx nokian tyre report fourth quarter pretax profit 61.5 mln eur 48.6 mln strong sale,2
kalnapilio tauro grupe kalnapilis tauras group denmark royal unibrew raise market share 25.18 percent 23.74 percent beer sale seven month jump 14.5 percent 40.5 million liter,2
company estimate net sale 2010 increase considerably 2009 operate result clearly positive,2
uponor operating profit eur 151.0 mn eur 143.7 mn 2007 record year,2
basware corporation stock exchange release august 31 2010 1625 basware sign large deal international industrial group basware deliver invoice automation solution connectivity service international industrial group,2
estimate operating profit far improve quarter,2
ruukki forecast 15 20 annual sale growth positive pretax result 2010,2
sale rise 10 pct 566 mln eur strong volume favourable currency effect,2
growth net sale continue favourably middle east africaand asia pacific,2
appointment kaupthing bank aim far co ordinate capital market activity group improve overall service client,2
"follow increase huhtamaki register share capital eur360 .62 m number share outstanding 106,063,320",1
helsinki october 22 2008 ssh communications security corp board director information contact   tomi laamanen chairman tel +358 0 400 609 544 distribution   nasdaq omx helsinki ltd,1
offer 30 million share aim raise   x20ac 500 million us$ 640 million expect complete oct 9 outokumpu,1
theodosopoulos tellab value nokia siemen nortel ` ` lead supply status verizon high growth product,2
succeed increase market share sell apartment comment mr kari kauniskangas head yit international construction service,2
capman partner able far develop business continue focus provide quality restaurant service customer christopher wynne ceo papa john russia,2
finnish suominen corporation specialise wet wipe nonwoven flexible packaging report net sale eur 44.1 mn second quarter 2010 eur 43.3 mn second quarter 2009,2
finnish telecom software developer tecnoman oyj december 5 2006 win $ 3.3 mln 2.5 mln euro order supply expansion charging message system mobile fixed network brasil telecom,2
adp news dec 11 2008 finnish construction engineering company outotec oyj omx   ote1v today win eur 28 million usd 36.8 m order expand phosphate concentrator siilinjarvi norwegian minera,2
bank potential getinge share rise,2
company record revenue e658 .1 million fiscal year end december 2007 increase 23 2006,2
robust growth result inclusion clothing chain lindex group december 2007,2
brewery record 5.2 percent growth domestic beer sale year 270.21 million liter 256.88 million liter sell 2005,2
january 11 2010 ephc board director approve increase quarterly dividend $ 0.03 $ 0.05 share,2
bilfinger investor cheer agreement push share 7 euro 3.30 euro 50.29 afternoon trade,2
london afx share rautaruukki corp upgrade ` hold ` sell abn amro price target raise 25.75 eur 14.5 dealer,2
london marketwatch nokia nok win year service contract run hutchison essar network operation location india,2
progress group qpr representative saudi arabia north africa sign framework agreement long term strategic relationship ise,2
ragutis control finnish brewery olvi achieve 5.7 percent rise beer sale 22.6 million liter hold 10.75 percent market share,2
addition cramo peab sign exclusive year rental agreement finland extend exist rental agreement swedish market year,2
outotec oyj press release december 4 2009 10.30 outotec establish new subsidiary kolkata outotec establish subsidiary india order serve indian customer increase business grow indian market,2
original contract sign summer,1
` ` number collection error fall considerably operation speed,2
"second quarter 2010 group pretax loss narrow eur 400,000 eur 600,000",2
26 january 2011 finnish metal product company componenta oyj hel   cth1v yesterday net loss narrow eur500 000 quarter 2010 eur5 .3 m period year early,2
8 2009 finnish liquid handling product diagnostic test system maker biohit oyj hel   biobv today 8 2009 net loss narrow eur0 .1 m usd0 .14 m quarter 2009 eur0 .4 m period 2008,2
"finnish metal product company componenta oyj hel   cth1v today net loss narrow eur 500,000 usd 680,000 quarter 2010 eur 5.3 million period year early",2
finnish steel maker rautaruukki oyj hel   rtrk ruukki today net loss contract eur 49 million usd 68.2 m month 2010 eur 229 million period year ago,2
month 2010 talvivaara net loss narrow eur 8.3 million eur 21.9 million period 2009,2
"month 2010 company net loss narrow eur 415,000 eur 7.4 million corresponding period 2009",2
month 2010 company net loss narrow eur415 000 eur7 .4 m corresponding period 2009,2
"adp news feb 9 2009 finnish computer service company proha oyj hel   art1v today net loss narrow eur 113,000 usd 146,000 2008 eur 1.2 million 2007",2
new factory working model reorganisation decrease nokian tyre cost factory eur 30 million usd 38.7 m,2
20 october 2010 finnish metal product company componenta oyj hel   cth1v yesterday net loss narrow eur7 m month 2010 eur23 .3 m period 2009,2
finnish fiber plastic product maker suominen corporation net loss narrow 1.6 mln euro $ 2.0 mln month 2006 2.16 mln euro $ 2.7 mln period 2005,2
"second quarter 2010 raute net loss narrow eur 123,000 eur 1.5 million period 2009",2
adp news nov 13 2008 finnish print circuit board pcb maker aspocomp group oyj omx   acg1v today net loss narrow eur 2 million usd 2.5 m month 2008 eur 57,2
metsaliitto narrow net loss second quarter 2007 5.0 mln euro $ 6.9 mln 61 mln euro $ 83.7 mln year ago,2
narrow eur2 .8 m 9 mo 09 29 october 2009 finnish software hardware developer elektrobit oyj hel   ebg1v eb today net loss narrow eur2 .8 m month 2009 eur35 .6 m period year ago,2
diluted loss share narrow eur 0.27 eur 0.86,2
unit cost flight operation fall 6.4 percent,2
loss quarter 2007 eur 0.3 mn small loss second quarter 2007,2
2009 3 february 2010 finland base steel maker rautaruukki oyj hel   rtrk ruukki today slip large expect pretax loss eur46 m fourth quarter 2009 year early profit eur45 m,0
adpnews feb 3 2010 finland base steel maker rautaruukki oyj hel   rtrk ruukki today slip large expect pretax loss eur 46 million usd 64.5 m fourth quarter 2009,0
result taxis decrease nearly eur 14.5 mn compare nearly eur 20mn previous accounting period,0
company slip operating loss eur 2.6 million profit eur 1.3 million,0
23 april 2010 finnish construction engineering company outotec oyj hel   ote1v today slip net loss eur7 .3 m quarter 2010 net profit eur12 .5 m corresponding period year,0
cramo slip pretax loss eur 6.7 million pretax profit eur 58.9 million,0
"finnish solution provider affecto oyj hel   afe1v today slip net loss eur 115,000 usd 152,000 second quarter 2010 profit eur 845,000 corresponding period year early",0
2009 comptel slip net loss eur2 .1 m profit eur6 .6 m previous year,0
