docs,label
"['friday', 'big', 'analyst', 'day', 'mcdonald', 'netflix', 'amazon', 'nvidia', 'visa', 'amp', ' ', 'httpst.codyie4gh2ld']",0
"['bernstein', 'medtech', 'company', 'dexcom', 'clear', 'buy', 'cite', 'long', 'term', 'runway', 'diabetes', 'management', ' ', 'httpst.coy3rmrihmwz']",0
"['ubs', 'slash', 'netflix', 'price', 'target', 'ahead', 'earning', 'warn', 'cautious', 'outlook', 'stream', 'giant', ' ', 'httpst.cox3f9wncs2o']",0
"['bmo', 'cut', 'microsoft', 'price', 'target', 'cite', 'pressure', 'software', 'valuation', 'potential', 'recession', ' ', 'httpst.cojuoyvrxxvx']",0
"['edward', 'jones', 'buy', 'qualcomm', 'chipmaker', 'pullback', 'create', 'attractive', 'buying', 'opportunity', ' ', 'httpst.corvoftewdxw']",0
"['credit', 'suisse', 'add', 'financial', 'stock', 'pick', 'july', ' ', 'httpst.cocopmyq0l7']",0
"['thursday', 'big', 'analyst', 'tesla', 'amazon', 'twitter', 'qualcomm', 'costco', 'apple', 'amp', ' ', 'httpst.coismhm2uzrj']",0
"['deutsche', 'bank', 'upgrade', 'costco', 'buy', 'club', 'business', 'model', 'outperform', 'uncertain', 'economy', ' ', 'httpst.corvfxlknshz']",0
"['morgan', 'stanley', 'jonas', 'trim', 'price', 'target', 'tesla', 'cite', 'slow', 'economy', ' ', 'httpst.coxvfrertngr']",0
"['bmo', 'upgrade', 'advanced', 'micro', 'devices', 'chipmaker', 'gain', 'market', 'share', 'rival', ' ', 'httpst.co3kgsqnhj0d']",0
"['bank', 'america', 'slashes', 's&amp;p', '500', 'target', 'stock', 'fall', '5', 'year', 'end', ' ', 'httpst.cocc02x5zgux']",0
"['truist', 'initiate', 'coverage', 'tesla', 'buy', 'rating', '$', '1,000', 'price', 'target', ' ', 'httpst.coecdt58j4cz']",0
"['goldman', 'stock', 'smart', 'defensive', 'play', 'economically', 'sensitive', 'construction', 'group', ' ', 'httpst.copbgwsq06ok']",0
"['wall', 'street', 'bet', 'analyst', 'cut', 'earning', 'estimate', 'economy', 'sign', 'slow', ' ', 'httpst.corfavynxnk7']",0
"['raymond', 'james', 'bath', 'amp', 'body', 'work', 'oversell', 'jump', 'nearly', '70', ' ', 'httpst.cospgpi6zvko']",0
"['analyst', 'day', 'cnbcpro', 'subscriber', 'citi', 'reiterate', 'nvidia', 'buy', 'lower', 'price', 'target', 'nvidia', '$', '285', 'share', '$', '315', 'gaming', 'weakness', 'price', ' ', 'subscribe', 'analyst', 'day', 'curate', 'cnbc', 'pro', ' ', 'httpst.comczemx4nek']",0
"['company', 'downgrade', 'pick', 'steam', 'profit', 'outlook', 'dim', ' ', 'httpst.co89b4wua8ns']",0
"['morgan', 'stanley', 'stock', 'safe', 'haven', 'tech', 'sector', 'upside', '60', ' ', 'httpst.coejwd9uzzzp']",0
"['susquehanna', 'downgrade', 'jetblue', 'cite', 'struggle', 'cost', 'structure', ' ', 'httpst.coevytlzgwaf']",0
"['tuesday', 'big', 'analyst', 'tesla', 'apple', 'gap', 'jpmorgan', 'chase', 'nvidia', 'southwest', ' ', 'httpst.copdr6bl9s9j']",0
"['morgan', 'stanley', 'downgrade', 'american', 'express', 'low', 'spending', 'high', 'end', 'consumer', ' ', 'httpst.colhzfvump2i']",0
"['citi', 'upgrades', 'jpmorgan', 'chase', 'buy', 'stock', 'attractive', 'entry', 'point', ' ', 'httpst.co8sedkznoq2']",0
"['morgan', 'stanley', 'stock', 'safe', 'haven', 'tech', 'sector', 'upside', '60', ' ', 'httpst.coidwpetaifr']",0
"['ubs', 'cut', 's&amp;p', '500', 'price', 'target', '2022', 'earning', 'estimate', ' ', 'httpst.coquc93a9bkg']",0
"['evercore', 'isi', 'gazump', 'growth', 'grower', 'potentially', 'tough', 'earning', 'season', ' ', 'httpst.coi1nrduz7ub']",0
"['evercore', 'isi', 'cut', 's&amp;p', '500', 'target', 'cite', 'slow', 'growth', 'low', 'earning', ' ', 'httpst.coddyg7qx1wd']",0
"['share', 'mattel', '30', 'upside', 'tv', 'movie', 'release', 'goldman', 'sachs', ' ', 'httpst.coiragaxxr1', 't']",0
"['occidental', 'petroleum', 'look', 'overbought', 'rally', 'year', 'goldman', 'sachs', ' ', 'httpst.coe1t7dwkuxm']",0
"['analyst', 'day', 'cnbcpro', 'subscriber', 'cowen', 'reiterate', 'apple', 'outperform', 'stock', 'remain', 'defensive', 'head', 'earning', 'later', 'month', ' ', 'subscribe', 'analyst', 'day', 'curate', 'cnbc', 'pro', ' ', 'httpst.coquf6a7hxo4']",0
"['monday', 'big', 'analyst', 'apple', 'amazon', 'meta', 'honeywell', 'cvs', 'mattel', 'qorvo', 'amp', ' ', 'httpst.copakmed0o4e']",0
"['bank', 'america', 'upgrades', 'honeywell', 'buy', 'cite', 'potential', 'growth', 'aerospace', 'oil', 'gas', ' ', 'httpst.coly8knvuuoj']",0
"['time', 'sell', 'meta', 'figure', 'metaverse', 'needham', 'downgrade', ' ', 'httpst.cokz6bgzicgk']",0
"['bank', 'america', 'share', 'compelling', 'buy', 'recession', 'societe', 'generale', 'upgrade', ' ', 'httpst.co9hqnrt1ogm']",0
"['cowen', 'downgrade', 'chip', 'stock', 'qorvo', 'demand', 'smartphone', 'slow', ' ', 'httpst.coosnynl1sn3']",0
"['$', 'cof', '104.70', '-2.47', '-2.3', 'capital', 'downgrade', 'perform', 'outperform', 'oppenheimer', 'downgrade', 'equal', 'weight', 'overweight', 'morgan', 'stanley']",0
"['$', 'zg', 'zillow', 'finally', 'analyst', 'upgrade', 'find', 'notable', 'firm', 'follow', 'suit', ' ', 'httpst.cowr1thzlrb8']",0
"['fibonaccisqnc', 'e', 'estimate', 'come', 'sharply', 'ex', 'oilgas', 'feel', 'lot', 'position', 'nasty', 'outlook', 'think', 'surprise']",0
"['$', 'pypl', 'morgan', 'stanley', 'maintain', 'paypal', 'coverage', 'overweight', '$', '129', 'pt', 'I', 'm', 'long']",0
"['jmp', 'security', 'maintain', '$', 'hood', 'coverage', 'market', 'outperform', '$', '28', 'price', 'target']",0
"['$', 'frln', 'wedbush', 'outperform', 'rating', '$', '3', 'pt']",0
"['$', 'epix', '$', '25', 'price', 'target', 'zack', 'small', 'cap', 'research', ' ', 'httpst.coahl91tafql']",0
"['good', 'remove', 'review', 'negative', 'implication', 'affirm', 'credit', 'rating', 'r&amp;q', 'insurance', 'holdings', 'ltd', 'rate', 'subsidiary', ' ', 'httpst.co5cxw4lnxpc', ' ', 'httpst.coot5wh3hfpc']",0
"['kbra', 'assign', 'preliminary', 'rating', 'progress', 'residential', '2022', 'sfr6', ' ', 'httpst.co51sdyk17wk', ' ', 'httpst.coezl28rf6ac']",0
"['kbra', 'commentary', 'fire', 'near', 'starz', 'mortgage', 'security', '2021', '1', 'dac', 'brixton', 'loan', 'collateral', ' ', 'httpst.cog55xhqhegz', ' ', 'httpst.comdpq4rxruq']",0
"['good', 'place', 'credit', 'rating', 'brightsideco', 'insurance', 'limit', 'review', 'negative', 'implication', ' ', 'httpst.cohtnytwdnyy', ' ', 'httpst.co24ilfa9zmf']",0
"['venta', 'outlook', 'revise', 'fitch', 'rating', 'stable', ' ', 'httpst.coi6cvfl0skf', ' ', 'httpst.co3ps8egkaeo']",0
"['good', 'revise', 'outlook', 'positive', 'frank', 'winston', 'crum', 'insurance', 'company', ' ', 'httpst.coemzy6sevsl', ' ', 'httpst.conebrmf4ezs']",0
"['good', 'comment', 'credit', 'rating', 'covéa', 'coopération', 'partnerre', 'ltd', 'follow', 'sale', 'completion', ' ', 'httpst.cozglym3one6', ' ', 'httpst.coplaiixalir']",0
"['good', 'comment', 'credit', 'rating', 'athora', 'holding', 'ltd', 'sub', 'follow', 'announce', 'acquisition', 'closed', 'life', 'pension', 'portfolio', ' ', 'httpst.coewg89dtppe', ' ', 'httpst.cotirdukq5', 'oz']",0
"['good', 'affirm', 'credit', 'rating', 'crum', 'amp', 'forster', 'insurance', 'group', 'member', 'monitor', 'life', 'insurance', 'company', 'new', 'york', ' ', 'httpst.coqam1vlkffa', ' ', 'httpst.co7mro8nxkgv']",0
"['good', 'assign', 'credit', 'rating', 'onix', 'asigurari', 's.a', ' ', 'httpst.coxdz7em0piv', ' ', 'httpst.cobvexweysbj']",0
"['nice', 'leader', 'journey', 'orchestration', 'analyst', 'firm', ' ', 'httpst.cow5qjnqrfxg', ' ', 'httpst.coavxd4ntlbl']",0
"['s&amp;p', 'affirm', 'assure', 'guaranty', 'aa', 'financial', 'strength', 'rating', 'stable', 'outlook', ' ', 'httpst.cof8znn9u0tx']",0
"['good', 'place', 'credit', 'rating', 'western', 'health', 'advantage', 'review', 'develop', 'implication', ' ', 'httpst.coga6r7bpkjg', ' ', 'httpst.codoazpurkya']",0
"['jpmorgan', 'analyst', 'monthly', 'list', 'idea', 'stock', ' ', 'httpst.coluvncntpn8']",0
"['grizzly', 'research', 'bear', 'report', 'nio', 'highlight', 'possible', 'accounting', 'issue', 'corporate', 'governance', 'red', 'flag', ' ', 'httpst.co75weh5pqgx']",0
"['jpmorgan', 'analyst', 'monthly', 'list', 'idea', 'stock', ' ', 'httpst.coyw6c0dscqb']",0
"['klarna', 'valuation', 'slash', '$', '7bn', 'late', 'funding', 'round', ' ', 'httpst.coaxssvjoz4l']",0
"['kraft', 'heinz', 'coverage', 'start', 'buy', 'mizuho', 'cite', 'portfolio', 'potential', ' ', 'httpst.cooealu6aj6e']",0
"['jpmorgan', 'lift', 'hold', 'sell', 'berenberg', 'good', 'bank', 'bad', 'year', ' ', 'httpst.coybixekqctt']",0
"['bank', 'america', 'slashes', 's&amp;p', '500', 'target', 'low', 'street', 'recession', 'forecast', ' ', 'httpst.co7lfsnqnpex']",0
"['twitter', 'new', 'bullish', 'backer', 'wall', 'street', 'rosenblatt', 'security', 'social', 'medium', 'company', 'disclosure', 'flip', 'narrative', 'elon', 'musk', 'look', 'like', 'bad', 'guy', '   ', 'httpst.co8mbxxjadhb']",0
"['t]witter', 'disclosure', 'detailed', 'effort', 'explain', 'spam', 'bot', 'calculation', 'musk', 'musk', 'reluctance', 'engage', 'largely', 'end', 'skepticism', 'twitter', 'instead', 'skeptical', 'musk', 'analyst', 'write', ' ', 'httpst.coqo1oi2aoyq']",0
"['klarna', 'valuation', 'slash', '$', '6.7', 'billion', '$', '45.6', 'billion', 'new', 'funding', 'round', ' ', 'httpst.cottvb8qkhtr']",0
"['$', 'lulu', '$', 'ftch', '$', 'jwn', 'lululemon', 'nike', 'nordstrom', 'headline', 'keybanc', 'list', 'retail', 'pick', ' ', 'httpst.coqlqrdxmsdc']",0
"['$', 'nxpi', '$', '$', 'nvda', 'citi', 'positive', 'nxp', 'firm', 'semiconductor', 'rally', 'august', ' ', 'httpst.cocfla3no61i']",0
"['$', 'tmus', '$', 't', '$', 'vz', 'citi', 'solid', 'revenue', 'growth', 'broadband', 'wireless', 'despite', 'headwind', ' ', 'httpst.cokuhvqnbx8s']",0
"['$', 'morf', 'morphic', 'coverage', 'initiate', 'outperform', 'svb', 'security', ' ', 'httpst.cojprwfc8k82']",0
"['$', 'rgen', 'repligen', 'attract', 'initial', 'bull', 'rating', 'ubs', 'group', 'long', 'term', 'growth', 'prospect', ' ', 'httpst.cokrusj8h57o']",0
"['$', 'www', '$', 'bird', '$', 'plby', 'stifel', 'downgrade', 'allbird', 'wolverine', 'plby', 'downbeat', 'retail', 'review', ' ', 'httpst.copb0xvrkny2']",0
"['$', 'goog', '$', 'googl', 'exane', 'hit', 'sideline', 'alphabet', 'amid', 'ad', 'pressure', 'rival', 'headwind', ' ', 'httpst.couam3rgacae']",0
"['$', 'ally', 'ally', 'financial', 'downgrade', 'line', 'delinquency', 'rate', 'rise', ' ', 'httpst.coowhxbo69wx']",0
"['$', 'exls', '$', 'g', '$', 'wns', 'citi', 'downgrade', 'exlservice', 'sell', 'premium', 'valuation', ' ', 'httpst.cotskwxley7b']",0
"['$', 'cmi', 'cummin', 'downgrade', 'bernstein', 'slow', 'demand', ' ', 'httpst.corp78ynlzfb']",0
"['$', 'czr', 'caesar', 'entertainment', 'set', 'sell', 'equivalent', 'susquehanna', 'amid', 'soften', 'demand', ' ', 'httpst.coxjcg13ntzv']",0
"['$', 'vblt', 'vascular', 'biogenic', 'cut', 'neutral', 'hc', 'wainwright', 'trial', 'failure', 'sink', 'stock', '79', ' ', 'httpst.covganxslpim']",0
"['$', 'bmbl', '$', 'mtch', 'j.p', 'morgan', 'cut', 'online', 'date', 'estimate', 'macro', 'issue', 'stay', 'positive', ' ', 'httpst.co2reus3icql']",0
"['$', 'hbm', '$', 'fqvlf', '$', 'fnv', 'hudbay', 'mineral', 'upgrade', 'barclay', 'value', 'emerge', 'copper', 'selloff', ' ', 'httpst.cozcnwkzmmw3']",0
"['$', 'xom', 'exxon', 'buy', 'piper', 'sandler', 'refinery', 'result', 'poise', 'hit', 'record', ' ', 'httpst.co3sc3qwazdb']",0
"['$', 'tfc', 'truist', 'downgrade', 'hold', 'cfra', 'limited', 'prospect', 'fee', 'income', 'growth', ' ', 'httpst.coambkmrlgjo']",0
"['$', 'dpz', 'domino', 'pizza', 'position', 'outperform', 'market', 'baird', ' ', 'httpst.colrcukc1nu9']",0
"['$', 'tak', '$', 'arwr', 'takeda', 'upgrade', 'outperform', 'cowen', 'valuation', 'cash', 'flow', ' ', 'httpst.coibn8hjy4uz']",0
"['$', 'apls', 'h.c', 'wainwright', 'blockbuster', 'potential', 'apellis', 'treatment', 'eye', 'degeneration', ' ', 'httpst.cot0pbojoolv']",0
"['$', 'ino', 'inovio', 'pharmaceutical', 'slot', 'sector', 'perform', 'rbc', 'capital', 'initial', 'rating', 'look', ' ', 'httpst.cowjchmnnug2']",0
"['$', 'becn', 'beacon', 'roofing', 'supply', 'cut', 'william', 'blair', 'peak', 'margin', 'slow', 'housing', 'market', ' ', 'httpst.coboajuuseag']",0
"['$', 'klac', '$', 'amat', '$', 'intc', 'kla', 'corp', 'apply', 'material', 'intel', 'expect', 'beneficiary', 'chip', 'act', 'bofa', ' ', 'httpst.co17t5ntgnkf']",0
"['$', 'intc', 'susquehanna', 'cautious', 'intel', 'q2', 'cite', 'deteriorate', 'pc', 'demand', ' ', 'httpst.cogm2is1ducj']",0
"['$', 'czr', 'caesar', 'entertainment', 'single', 'b.', 'riley', 'earning', 'catalyst', 'potential', ' ', 'httpst.cogfhkracsqs']",0
"['$', 'dice', '$', 'amgn', 'dice', 'therapeutic', 'initiate', 'buy', 'wainwright', 'platform', 'small', 'molecule', 'drug', ' ', 'httpst.co1xwe8vmn2o']",0
"['$', 'gm', '$', 'tsla', 'general', 'motor', 'downgrade', 'deutsche', 'amid', 'pricing', 'pressure', 'recession', 'risk', ' ', 'httpst.cosfsx4gkpxe']",0
"['$', 'cmg', 'chipotle', 'lose', 'conviction', 'buy', 'list', 'status', 'goldman', 'sach', 'restaurant', 'pick', ' ', 'httpst.cotdoo4yyzxy']",0
"['$', 'bkng', 'book', 'holding', 'evercore', 'isi', 'near', 'term', 'upside', ' ', 'httpst.cowgqhna0r3r']",0
"['$', 'shoo', '$', 'rcky', '$', 'www', 'b.', 'riley', 'expect', 'footwear', 'stock', 'stand', 'firm', 'amid', 'market', 'turmoil', ' ', 'httpst.co6mjalzuipl']",0
"['$', 'pen', 'penumbra', 'gain', 'rbc', 'initiate', 'outperform', '59', 'upside', ' ', 'httpst.co5nrleqwdjp']",0
"['$', 'mitt', 'keefe', 'bruyette', 'analyst', 'downgrade', 'ag', 'mortgage', 'investment', 'trust', 'sector', 'concern', ' ', 'httpst.cojxsu3duob9']",0
"['$', 'holx', 'hologic', 'cut', 'neutral', 'btig', 'macro', 'concern', ' ', 'httpst.comwr2ovj8zz']",0
"['$', 'bl', 'blackline', 'fall', 'cut', 'sell', 'equivalent', 'bofa', 'm&amp;a', 'speculation', ' ', 'httpst.coergrsxzvbz']",0
"['$', 'ip', '$', 'gpk', 'containerboard', 'check', 'wells', 'fargo', 'downgrade', 'international', 'paper', 'graphic', 'package', 'pick', ' ', 'httpst.co7nu202un51']",0
"['$', 'shop', 'shopify', 'view', 'cautiously', 'wells', 'fargo', 'earning', 'print', ' ', 'httpst.conxga2dgms0']",0
"['$', 'lly', '$', 'nvo', '$', 'nonof', 'novo', 'eli', 'lilly', 'dominate', 'gt;$50b', 'obesity', 'market', 'morgan', 'stanley', ' ', 'httpst.cokyhsmj6em5']",0
"['$', 'dxcm', 'bernstein', 'initiate', 'dexcom', 'outperform', 'rating', 'cite', 'long', 'growth', 'runway', ' ', 'httpst.coast8vklux7']",0
"['$', 'save', '$', 'ulcc', '$', 'jblu', 'iss', 'shift', 'view', 'advise', 'spirit', 'frontier', 'deal', 'san', 'improve', 'offer', ' ', 'httpst.cooi3rtfwb1s']",0
"['$', 'mlm', '$', 'vmc', 'martin', 'marietta', 'raise', 'outperform', 'wolfe', '30', 'ytd', 'drop', 'excessive', ' ', 'httpst.coljvgfcbxrq']",0
"['$', 'sre', '$', 'eix', '$', 'pcg', 'sempra', 'upgrade', 'edison', 'downgrade', 'bofa', 'shuffle', 'california', 'utility', ' ', 'httpst.cocchovoxb8i']",0
"['$', 'aptv', '$', 'adnt', '$', 'axl', 'morgan', 'stanley', 'cut', 'pt', 'group', '1', 'automotive', 'american', 'axle', 'adient', 'aptiv', 'cite', 'credit', 'headwind', 'slow', 'growth', ' ', 'httpst.cokyszilbvto']",0
"['$', 'task', 'wells', 'fargo', 'cut', 'price', 'target', 'taskus', '$', '20', '$', '37', ' ', 'httpst.co4wzwiym8fj']",0
"['$', 'cf', '$', 'ntr', 'cf', 'industry', 'nutrien', 'slap', 'sell', 'equivalent', 'rating', 'credit', 'suisse', ' ', 'httpst.coxhjx1hszvg']",0
"['$', 'ag', '$', 'lnw', '$', 'igt', 'casino', 'stock', 'playag', 'lower', 'price', 'target', 'deutsche', 'amid', 'mixed', 'bag', 'upside', 'downside', 'risk', ' ', 'httpst.cohosxqwzkr0']",0
"['$', 'sqsp', '$', 'shop', '$', 'wix', 'jmp', 'downgrade', 'squarespace', 'product', 'disparity', 'commerce', 'platform', 'shopify', 'wix', ' ', 'httpst.co7pubq1ptpj']",0
"['$', 'jeld', 'barclay', 'downgrade', 'jeld', 'wen', 'equal', 'weight', 'overweight', 'cut', 'pt', '$', '17', ' ', 'httpst.codsjb1yczog']",0
"['$', 'sah', 'morgan', 'stanley', 'cut', 'sonic', 'automotive', 'forecast', 'reflect', 'slow', 'growth', 'credit', 'headwind', ' ', 'httpst.cocf7aiotm67']",0
"['$', 'hmn', 'horace', 'mann', 'educators', 'price', 'target', 'cut', 'post', 'q2', 'result', 'estimate', 'low', '2022', 'outlook', ' ', 'httpst.cowrymm4hjw7']",0
"['$', 'twlo', '$', 'rng', '$', 'band', 'morgan', 'stanley', 'cut', 'communication', 'software', 'stock', 'pt', 'cautious', 'growth', 'outlook', ' ', 'httpst.co2eorgpk4ey']",0
"['$', 'aptv', '$', 'frey', '$', 'lea', 'auto', 'supplier', 'dealer', 'estimate', 'cut', 'morgan', 'stanley', 'ahead', 'earning', 'season', ' ', 'httpst.co9r65ll6uqj']",0
"['$', 'zeta', '$', 'wix', '$', 'user', 'freshwork', 'godaddy', 'servicenow', 'saas', 'software', 'price', 'target', 'cut', 'morgan', 'stanley', 'slow', 'demand', ' ', 'httpst.cohoue4u0fvj']",0
"['$', 'plnt', '$', 'webr', '$', 'ebr', 'harley', 'davidson', 'planet', 'fitness', 'pick', 'resilient', 'recession', 'stock', 'bofa', ' ', 'httpst.cogt4q82inux']",0
"['$', 'aos', 'baird', 'downgrade', 'a.', 'o.', 'smith', 'neutral', ' ', 'httpst.co1yemmqxfif']",0
"['$', 'c', 'analyst', 'relatively', 'optimistic', 'citigroup', 'q2', 'earning', 'despite', 'disappointing', 'result', 'big', 'bank', ' ', 'httpst.coa8l4cwyqwl']",0
"['$', 'ffiv', 'f5', 'slip', 'credit', 'suisse', 'downgrade', 'cite', 'recent', 'spending', 'weakness', 'network', ' ', 'httpst.coxprrbyanx8']",0
"['$', 'esrt', 'empire', 'state', 'realty', 'trust', 'upgrade', 'market', 'perform', 'bmo', 'tourist', 'rebound', ' ', 'httpst.cowyeb8eu1dc']",0
"['$', 'inse', 'inspire', 'entertainment', 'watch', 'b.', 'riley', 'buy', 'opportunity', ' ', 'httpst.codwaqc5ineu']",0
"['$', 'rba', 'ritchie', 'bros', 'land', 'bull', 'rating', 'bofa', 'auction', 'cycle', 'look', 'strong', ' ', 'httpst.copsxwir09zk']",0
"['$', 'edu', '$', 'klthf', 'hedgeye', 'long', 'new', 'oriental', 'education', 'short', 'koolearn', 'new', 'pair', 'trade', 'recommendation', ' ', 'httpst.cokf9yp7p9', 'kb']",0
"['$', 'fisv', '$', 'fis', '$', 'cdlx', 'fis', 'fisv', 'cardlytic', 'downgrade', 'equalweight', 'wells', 'fargo', ' ', 'httpst.courg5oy3dj2']",0
"['$', 'aapl', 'apple', 'advertising', 'business', 'worth', '$', '20b', '2026', 'bofa', ' ', 'httpst.cofmt0ts7rwj']",0
"['$', 'amd', '$', 'intc', 'advanced', 'micro', 'device', 'rise', 'bmo', 'upgrade', 'cite', 'continue', 'superior', 'execution', ' ', 'httpst.cob1r7zuglad']",0
"['$', 'rrr', 'red', 'rock', 'resort', 'good', 'idea', 'long', 'hedgeye', ' ', 'httpst.cojsts4bt4cq']",0
"['$', 'slca', 'u.s', 'silica', 'raise', 'morgan', 'stanley', 'tighten', 'frac', 'sand', 'condition', ' ', 'httpst.cojv9jxvs4tz']",0
"['$', 'pwsc', 'powerschool', 'upgrade', 'goldman', 'sachs', 'pt', 'set', '$', '16', ' ', 'httpst.co23l6zlf6d0']",0
"['$', 'ce', 'celanese', 'cut', 'rbc', 'peak', 'aceticvam', 'price', 'high', 'leverage', ' ', 'httpst.codokc2t1n3f']",0
"['$', 'eb', 'eventbrite', 'initiate', 'sector', 'weight', 'keybanc', ' ', 'httpst.cofykyj7svjt']",0
"['$', 'app', '$', 'u', '$', 'digital', 'turbine', 'play', 'oppenheimer', 'follow', 'unityironsource', 'deal', ' ', 'httpst.cog7ekmstz2y']",0
"['$', 'bmrn', '$', 'vrtx', 'vertex', 'biomarin', 'initiate', 'overweight', 'cantor', 'fitzgerald', 'growth', 'prospect', ' ', 'httpst.cod3qxpnc3j2']",0
"['$', 'vrrm', 'baird', 'downgrade', 'verra', 'mobility', 'valuation', 'reflect', 'balanced', 'riskreward', ' ', 'httpst.coujnwsmaum4']",0
"['$', 'bhf', 'barclay', 'revise', 'brighthouse', 'financial', 'estimate', 'negative', 'equity', 'market', 'performance', ' ', 'httpst.covttm06tcd5']",0
"['$', 'lpro', 'jmp', 'cut', 'pt', 'open', 'lending', 'reiterate', 'market', 'outperform', 'rating', ' ', 'httpst.cox1ny0pizgi']",0
"['$', 'rivn', '$', 'amzn', 'rivian', 'automotive', 'ev', 'winner', 'canaccord', 'genuity', ' ', 'httpst.co6ofzmv1qtt']",0
"['$', 'bbwi', 'rayjay', 'bath', 'amp', 'body', 'work', 'strong', 'buy', 'recent', 'selloff', ' ', 'httpst.cogtvnwsncxh']",0
"['$', 'aapl', 'citi', 'cut', 'estimate', 'apple', 'cite', 'macro', 'woe', 'offer', '5', 'reason', 'buy', 'share', ' ', 'httpst.cozzdnusutia']",0
