entities,label
$ sre $ eix $ pcg sempra upgrade edison downgrade bofa shuffle california utilities   ,0
$ aptv $ adnt $ axl morgan stanley cut pt group 1 automotive american axle adient aptiv cite credit headwind slow growth   ,0
$ task wells fargo cut price target taskus $ 20 $ 37   ,0
$ cf $ ntr cf industry nutrien slap sell equivalent rating credit suisse   ,0
$ ag $ lnw $ igt casino stock playag lower price target deutsche amid mixed bag upside downside risk   ,0
$ sqsp $ shop $ wix jmp downgrade squarespace product disparity commerce platform shopify wix   ,0
$ jeld barclay downgrade jeld wen equal weight overweight cut pt $ 17   ,0
$ sah morgan stanley cut sonic automotive forecast reflect slow growth credit headwind   ,0
$ hmn horace mann educators price target cut post q2 result estimate low 2022 outlook   ,0
$ twlo $ rng $ band morgan stanley cut communication software stock pt cautious growth outlook   ,0
$ aptv $ frey $ lea auto supplier dealer estimate cut morgan stanley ahead earning season   ,0
$ zeta $ wix $ user freshwork godaddy servicenow saas software price target cut morgan stanley slow demand   ,0
$ plnt $ webr $ ebr harley davidson planet fitness pick resilient recession stock bofa   ,0
$ aos baird downgrade a. o. smith neutral   ,0
$ c analyst relatively optimistic citigroup q2 earning despite disappointing result big bank   ,0
$ ffiv f5 slip credit suisse downgrade cite recent spending weakness network   ,0
$ esrt empire state realty trust upgrade market perform bmo tourist rebound   ,0
$ inse inspire entertainment watch b. riley buy opportunity   ,0
$ rba ritchie bros land bull rating bofa auction cycle look strong   ,0
$ edu $ klthf hedgeye long new oriental education short koolearn new pair trade recommendation   ,0
$ fisv $ fis $ cdlx fis fisv cardlytic downgrade equalweight wells fargo   ,0
$ aapl apple advertising business worth $ 20b 2026 bofa   ,0
$ amd $ intc advanced micro device rise bmo upgrade cite continue superior execution   ,0
$ rrr red rock resort good idea long hedgeye   ,0
$ slca u.s silica raise morgan stanley tighten frac sand condition   ,0
$ pwsc powerschool upgrade goldman sachs pt set $ 16   ,0
$ ce celanese cut rbc peak acetic vam price high leverage   ,0
$ eb eventbrite initiate sector weight keybanc   ,0
$ app $ u $ digital turbine play oppenheimer follow unity ironsource deal   ,0
$ bmrn $ vrtx vertex biomarin initiate overweight cantor fitzgerald growth prospect   ,0
$ vrrm baird downgrade verra mobility valuation reflect balanced risk reward   ,0
$ bhf barclay revise brighthouse financial estimate negative equity market performance   ,0
$ lpro jmp cut pt open lending reiterate market outperform rating   ,0
$ rivn $ amzn rivian automotive ev winner canaccord genuity   ,0
$ bbwi rayjay bath amp body work strong buy recent selloff   ,0
$ aapl citi cut estimate apple cite macro woe offer 5 reason buy share   ,0
$ cmi cummin catalyst buy deutsche bank   ,0
$ gbx analyst defend greenbrier despite post earnings plunge   ,0
$ hqy $ mdrx goldman sach initiate healthequity sell rating allscript healthcare neutral   ,0
$ sst system1 land buy rating bank america rating look   ,0
$ unty unity bancorp add small cap russell 2000 index   ,0
$ srrk scholar rock initiate buy truist platform rare disease oncology   ,0
$ hsc bmo analyst initiate coverage harsco market perform rating price target $ 7   ,0
$ rnr renaissancere cut hold jefferie investment loss curtail buyback   ,0
$ $ expd $ chrw downgrade sell knight swift upgrade wolfe research   ,0
$ dcp dcp midstream upgrade rbc recent sharp slide   ,0
$ onem 1life healthcare downgrade hold buy deutsche bank   ,0
$ vrn varoni system price target cut barclay stock slide 52 week low   ,0
$ umc citi analyst downgrade united microelectronic sell buy consider expect weak consumer demand   ,0
$ hasi hannon armstrong fall new short report muddy water   ,0
$ aptv aptiv view positively oppenheimer ahead earning   ,0
$ nvda $ amd $ swks keybanc cut estimate nvidia amd firm semi correction loom   ,0
$ axp $ seic $ cof american express capital sei investment cut morgan stanley   ,0
$ jpm $ pnc $ key jpmorgan upgrade buy citi region financial cut neutral   ,0
$ knx evercore upgrade knight swift transportation amid attractive m&amp;a prospect   ,0
$ cof capital downgrade neutral tangible book value growth stall   ,0
$ aapl apple lower trade price imply strong demand bofa   ,0
$ mgnx macrogenic downgrade bmo discontinuation cancer trial   ,0
$ aapl $ qcom $ qrvo smartphone shipment decline new cowen industry outlook   ,0
$ onem $ cano $ osh onem stock underperform value base care evercore downgrade   ,0
$ qrvo qorvo slip cowen downgrade cite weakness android handset   ,0
$ pipr piper sandler downgrade wolfe research pt $ 132   ,0
$ abc $ ci $ wba amerisourcebergen downgrade evercore valuation future operating performance   ,0
$ xlk $ spy $ xly credit suisse wary big tech earning oppenheimer highlight chart   ,0
$ jack jack box defend guggenheim estimate reel   ,0
$ prvb hc wainwright cut pt provention bio reflect recent financing   ,0
$ etnb svb leerink slash pt 89bio   ,0
$ elym svb leerink cut pt eliem therapeutic reaffirm outperform rating   ,0
$ ttd $ crto $ snap stifel cut ad industry estimate like trade desk criteo   ,0
$ silk silk road medical fall citigroup downgrade sell neutral   ,0
$ nssc napco security technology attract bull rating b. riley school safety prospect   ,0
$ giii g iii apparel view cautiously wells fargo   ,0
$ newr new relic red follow morgan stanley downgrade   ,0
$ twtr twitter share drop $ 11 share deal analyst   ,0
"goldman sach downgrade copper price view h2 reflect near term stagnation gse $ 7,200  vs. $ 8,875  previously gradual revival half 2023 gse $ 8,000  vs $ 10,250  previously",0
"goldman sach revise copper price target 3/6/12 m $ 6,700/7,600/9,000  vs. $ 8,650/10,500/12,000  previously",0
moody downgrade pemex rating b1 outlook change stable,0
s&amp;p twitter inc bb+ rating remain creditwatch negative musk deal teeter,0
@macquarie analyst chad beynon casino gaming stock result singapore number profit generate asset world come pre recession level   ,0
amazon ginormous retail business price virtually zero value stock attractive analyst   ,0
disney offer streaming competitor offer analyst explain   ,0
futurum research principal analyst daniel newman $ ibm q2 earning I think good print ibm comment   ,0
rosenblatt security senior research analyst barton crockett break expectation $ nflx q2 earning   ,0
$ gs pretty balanced business model jmp security director financial technology research devin ryan add trading result resilient offset little bit soft investment banking   ,0
morgan stanley bearish auto sector constructive gm ford   ,0
analyst slam netflix microsoft ad agreement deal conceals hidden agenda   ,0
costco stay hot economy slow deutsche bank analyst   ,0
analyst 45 rally recommend buy twitter ahead musk legal battle   ,0
analyst 45 rally recommend buy twitter ahead musk legal battle   ,0
morgan stanley bearish auto sector constructive gm ford   ,0
analyst slam netflix microsoft ad agreement deal conceals hidden agenda   ,0
analyst slam netflix microsoft ad agreement deal conceals hidden agenda   ,0
morgan stanley bearish auto sector constructive gm ford   ,0
short seller hindenburg research surprising new buy twitter   ,0
short seller hindenburg research surprising new buy twitter   ,0
hindenburg research significant long position $ twtr share social medium platform sue elon musk condition $ 44b acquisition deal   ,0
hindenburg research $ twtr share position credible threat elon musk empire   ,0
d.a davidson sr research analyst tom forte $ amzn amid prime day event year argument need sale comment   ,0
7 reason lululemon stock sell jefferie   ,0
upgrade 7/21 $ bhlb $ brx $ csx $ f $ idxx $ kt $ lvs $ swn   downgrade 7/21 $ comp $ cook $ docu $ elan $ fig $ hsic $ nvta $ peco $ pvh $ pzza $ sft $ syk $ vblt $ zts,0
upgrade 7/20 $ alb $ allk $ axta $ baba $ bery $ chkp $ cvx $ dtm $ ego $ fmc $ fnv $ nflx $ vitl $ xyl   downgrade 7/20 $ ally $ anet $ atra $ bird $ carr $ cmi $ eqr $ exls $ exp $ ffiv $ $ googl $ holx $ jci $ jnpr $ mlnk $ nmr $ plby $ pypl $ $ vblt $ vsta $ wec $ wu $ www $ wy,0
bernstein strategist stock capitulation bbg    ,0
downgrade 7/18 $ act $ aeva $ angn $ bl $ cmg $ crk $ eat $ foxa $ gm $ gt $ holx $ iex $ ip $ jhg $ laz $ lmnd $ mc $ mfa $ mgnx $ mitt $ nymt $ open $ para $ rdn $ udmy,0
morgan stanley stock loss  recession bbg    ,0
upgrade 7/15 $ allo $ chx $ csx $ fti $ nsc $ nvo $ pfhc $ qcom   downgrade 7/15 $ csco $ curv $ dal $ dre $ eric $ fstx $ man $ nex $ pfhc $ pten $ rhi $ rxt $ txg $ yelp,0
downgrade 7/14 $ aat $ aos $ bhp $ cdlx $ cfrx $ ci $ csco $ dg $ eix $ fast $ fele $ ffiv $ fis $ fisv $ ggg $ hayw $ himx $ ilmn $ inn $ $ jeld $ mhk $ mpw $ nvei $ om $ pool $ site $ sqsp $ tel $ u $ wit,0
upgrade 7/14 $ amd $ aph $ cdw $ cnc $ cost $ edu $ esrt $ flyw $ hp $ iex $ jnpr $ mlm $ payo $ rba $ sre $ twtr $ wso,0
bank america cut s&amp;p 500 price target 20 new street low si    ,0
downgrade 7/13 $ ael $ atra $ aud $ azek $ cdlx $ ce $ c $ cvlt $ cwan $ czr $ docn $ eaf $ ecl $ fcx $ ffiv $ gps $ $ hgen $ hrmy $ ilmn $ jnpr $ laz $ omf $ play $ scco $ se $ sea $ shw $ swim $ syf $ veri $ vrrm $ vsto $ yeti,0
upgrade 7/13 $ abev $ awi $ bntx $ cccs $ ct $ pwsc $ shyf $ slca $ tap,0
downgrade 7/11 $ abc $ alle $ ame $ bdx $ bro $ cdev $ civi $ cnx $ ctmx $ docn $ duol $ ffwm $ fsly $ itt $ kbh $ krus $ lulu $ lung $ man $ mc $ meta $ mgnx $ myps $ newr $ oi $ onem $ oxy $ pipr $ pnfp $ podd $ qrvo $ rdfn $ silk $ slrc $ su $ syk $ trow $ uaa $ upst,0
upgrade 7/11 $ apg $ ax $ bac $ esi $ fate $ fls $ hlt $ hon $ lea $ mar $ mat $ mrvl $ nssc $ rrc $ swn $ tmhc $ vc $ zg,0
dbrs morningstar confirm republic ireland aa low stable trend    ,0
$ amzn | citigroup cut amazon price target $ 180 $ 205,0
$ xlk credit suisse wary big tech earning oppenheimer highlight chart   ,0
downgrade stock upgrade credit   ,0
$ bcs barclay interest rate leverage trade bargain level   ,0
analyst cover apple cut share price forecast signal grow concern economic slowdown hurt sale product   ,0
"piper sandler strategist michael kantrowitz bear case s&amp;p 500 base case 3,400 year end   ",0
klarna valuation slash $ 7bn late funding round   ,0
susquehanna analyst christopher stathoulopoulos upgrade southwest nyse $ luv neutral positive price target $ 45.00 @street_insider,0
mizuho securities analyst james lee lower price target twitter inc nyse $ twtr $ 35.00 $ 54.00 maintain neutral rating,0
sell fig ahead possible u.s recession goldman sachs   ,0
goldman sach trader counter industry underwriting slump revenue gain race past analyst estimate   trading operation post 32 surge second quarter revenue include banner period fix income   ,2
goldman sachs crush analyst expectation strong bond trading result   ,2
twitter board hold musk foot fire finish deal agree price analyst overall black eye musk horror movie twitter employee winner soap opera begin   ,2
twitter ceo parag agrawal navigate myriad challenge ahead employee turnover morale advertising headwind wedbush analyst write note slash $ twtr price target $ 30 $ 43    ,2
twitter elon musk high stake high risk situation analyst   ,9
$ ba upbeat boeing commercial airplane chief company upswe   ,2
fitch naftogaz liquidity position significantly hit gas import high international price,2
apple subscription pivot create clear path $ 3 trillion plus market cap morgan stanley   ,2
buy pay late giant klarna valuation slash $ 6.7 billion late funding round pay expansion   ,2
president williams discuss extensive international coordination need transition away libor enormous effort public private sector partnership investment technology process think issue year   ,2
president john c. williams chief executive nikhil rath @thefca discuss extensive preparation libor transition progress alternative reference rate learn   ,2
equity release .3 uk regulatory announcement frn variable rate fix   ,2
silverstone master uk regulatory announcement frn variable rate fix   ,2
silverstone master issuer plc uk regulatory announcement frn variable rate fix   ,2
united utilities water plc uk regulatory announcement frn variable rate fix   ,2
bank new york mellon uk regulatory announcement frn variable rate fix   ,2
close brother finance plc uk regulatory announcement frn variable rate fix   ,2
citibank uk regulatory announcement frn variable rate fix   ,2
citibank uk regulatory announcement frn variable rate fix   ,2
macquarie grp ltd uk regulatory announcement frn variable rate fix   ,2
citibank uk regulatory announcement frn variable rate fix   ,2
nordic investment bank uk regulatory announcement frn variable rate fix   ,2
bank new york mellon uk regulatory announcement early repurchase(s   ,2
bank new york mellon uk regulatory announcement frn variable rate fix   ,2
silverstone master uk regulatory announcement frn variable rate fix   ,2
deutsche bank ag frn uk regulatory announcement frn variable rate fix   ,2
deutsche bank ag uk regulatory announcement frn variable rate fix   ,2
bank new york mellon uk regulatory announcement frn variable rate fix   ,2
hsbc bank canada increase prime rate   ,2
citibank uk regulatory announcement frn variable rate fix   ,2
paragon mortgage 13 plc uk regulatory announcement frn variable rate fix   ,2
paragon mortgage 13 plc uk regulatory announcement frn variable rate fix   ,2
bank new york mellon uk regulatory announcement frn variable rate fix   ,2
ge capital european funding uk regulatory announcement frn variable rate fix   ,2
csop usd money market fund launch singapore   ,2
lecmpa announce new low rate   ,2
bank new york mellon uk regulatory announcement frn variable rate fix   ,2
bank new york mellon uk regulatory announcement frn variable rate fix   ,2
citibank uk regulatory announcement frn variable rate fix   ,2
deutsche bank ag uk regulatory announcement frn variable rate fix   ,2
paragon mortgage 27 plc uk regulatory announcement frn variable rate fix   ,2
thame water utilities fin plc uk regulatory announcement frn variable rate fix   ,2
awkward   musk likely buy twitter happen force buy want accord cfo amp coo ali rowghani   ,2
"ford motor prepare cut 8,000 job come week automaker try boost profit fund push electric vehicle market    bloomberg keith naughton speak bloomberg market close   ",2
vp amp research innovation director l'oral japan amit jayaswal discuss company business strategy collaborate company green science project    discuss employ use technology forward   ,2
l'oral japan innovation director amit jayaswal discuss company business strategy collaborate company green science project   watch japan ahead video   ,2
airbus ceo guillaume faury large backlog order constrain supply chain strong momentum wide body aircraft business    company plan energy shortage europe   ,2
late apple plan slow hiring spend growth year division cope potential economic downturn   decision stem careful uncertain times   ,2
break apple plan slow hiring spend growth year division cope potential economic downturn   ,2
elon musk force buy twitter yes turn right sell professor lawrence hamermesh talk @emilychangtv   ,2
watch spacex launch cargo mission international space station    robotic spacex dragon cargo capsule lift atop stage falcon 9 rocket nasa kennedy space center florida   ,2
update rivian plan layoff trim workforce area electric vehicle maker grow quickly   ,2
amazon u.s union face uphill battle historic win staten island warehouse   ,2
ford reassures investor battery supply need ambitious ev goal   ,2
amazon return product easy truth free return watch video   ,2
toyota plan roll hydrogen fuel cell truck japanese market year   ,2
baidu new robotaxi drive steering wheel 50 cheap   ,2
microsoft ease hire economic concern hit tech industry   ,2
ford unveil f-150 raptor r new version high performance road pickup supercharged 5.2 liter v-8 engine produce 700 horsepower 640 foot pound torque look   ,2
tesla dump 75 bitcoin holding year tout long term potential   ,2
gm unveil new chevrolet blazer company late electric vehicle look   ,2
minecraft creator reject nft cite lack inclusivity   ,2
buy macbook laptop 2015 2019 replace keyboard soon eligible $ 395 apple   ,2
netflix stock market fight begin   ,2
macy speed plan open small store outside mall   ,2
novavax new covid vaccine perfect people scared mrna tech win unvaccinated @cnbcmakeit   ,2
netflix lose subscriber expect cheap ad tier come early 2023   ,2
gm unveil new chevrolet blazer company late electric vehicle look   ,2
debit credit card essential daily life visa quickly grow valuable company america exactly visa money watch video   ,2
ford mustang ev dethrone rival watch @robertoferris mustang mach e gt spin find win award   ,2
year tesla acquire solarcity $ 2.6 billion tesla solar business elon musk promised watch video   ,2
ford mustang mach e electric crossover hit industry insider help tesla   ,2
watch jim cramer interview ibm ceo arvind krishna   ,2
ford unveil new f-150 raptor r pickup 700 horsepower look   ,2
ford unveil f-150 raptor r new version high performance road pickup supercharged 5.2 liter v-8 engine produce 700 horsepower 640 foot pound torque look   ,2
activision employee announce second union ahead game company sale microsoft   ,2
google test augment reality glass public   ,2
employee issue plague crypto company celsius year ahead bankruptcy   ,2
buy macbook laptop 2015 2019 replace keyboard soon eligible $ 395 apple   ,2
google chevron invest nuclear fusion startup raise $ 1.2 billion   ,2
apple agree pay $ 395 macbook owner replace butterfly keyboards   ,2
"gm reveal new electric chevrolet blazer price start $ 45,000   ",2
problem celsius appear simmer year crypto lender file bankruptcy company range internal misstep lead recent turmoil accord employee internal document cnbc review   ,2
goldman sach slow hiring look cut fee pay vendor investment bank prepare tough time ahead   ,2
spirit airlines plan crew base united stronghold houston new outpost month   ,2
netflix lose subscriber year investor eager guidance   ,2
microsoft add video story team liven chat app   ,2
tuesday july 19 2022 cramer apple impact broad market   ,9
youtube partner shopify add live shopping feature   ,2
google let android developer use rival payment system europe   ,2
roll royce easyjet test hydrogen combustion engine tech airplane   ,2
employee issue plague crypto company celsius year ahead bankruptcy   ,2
goldman sach look reinstate year end job cut economic outlook dim   ,2
ford unveil f-150 raptor r new version high performance road pickup supercharged 5.2 liter v-8 engine produce 700 horsepower 640 foot pound torque look   ,2
softbank reportedly pause plan arm london list   ,2
walmart want big share e commerce market key retailer strategy count customer trust walmart inhome service employee walk customer home food directly fridge kitchen counter   ,2
tiktok owner bytedance explore self design chip china aim semiconductor self sufficiency   ,2
audi unveil new electric concept car urbansphere look    ,2
goldman sach look reinstate year end job cut economic outlook dim   ,2
mcdonald franchisee poll owner group overwhelmingly support confidence vote ceo   ,2
ford real attempt electric vehicle hit critic help company tesla   ,2
delta buy 100 boeing max plane major order manufacturer decade   ,2
ford unveil new f-150 raptor r pickup 700 horsepower look   ,2
netflix investor brace subscriber loss company work long term fix   ,2
apple iphone remain high demand despite inflation pressure   ,2
goldman sach look reinstate year end job cut economic outlook dim   ,2
goldman fintech starling withdraw european bank license application blow global ambition   ,2
ge reveal new company approach historic split   ,2
boeing ceo supply chain issue hinder 737 max production increase   ,2
snapchat finally come web decade mobile app   ,2
u.s chip industry split chip act benefit intel   ,2
microsoft president new era stagnate labor pool   ,2
tesla bitcoin holding result $ 460 million hit car maker barclay   ,2
delta buy 100 boeing max plane major order manufacturer decade   ,2
meet bert ernie amazon warehouse robot design improve worker safety   ,2
ford unveils new f-150 raptor r pickup 700 horsepower   ,2
nike strategic shift manufacture ncaa fan apparel new deal fanatic   ,2
car manufacturer like tesla embrace cobalt free battery metal increase battery life energy density cobalt expensive 30 ev total cost tech company start work eliminate cobalt   ,2
tesla fsd beta summarize host new feature debug watch video   ,2
google vp listen 6 thing job interview easy spot @cnbcmakeit   ,9
"jeff bezos hire amazon applicant spot""here 2 interview question ask @cnbcmakeit   ",2
ride 3 test driver tesla fsd beta different country system perform real world  watch video   ,2
tiktok share datum social medium app  unclear study   ,2
ride 3 test driver tesla fsd beta different country system perform real world  watch video   ,2
"jeff bezos hire amazon applicant spot""here 2 interview question ask @cnbcmakeit   ",2
activist investor elliott plan support value creation pinterest   ,2
google vp listen 6 thing job interview easy spot @cnbcmakeit   ,2
apple announce new feature iphone lockdown mode protect high profile user politician activist state sponsor hacker   ,2
 ev revolution sweep world india lag tesla succeed india watch video   ,2
.@jenn_elias check google new bay view campus california look    ,2
16 u.s store starbuck set close safety concern   ,2
review apple new macbook air near perfect update rule old model @robotodd   ,2
amazon return item send landfill possible watch video learn amazon company grow corporate movement zero landfill   ,2
twitter board urge shareholder approve sale elon musk   ,2
twitter board urge shareholder approve sale elon musk   ,2
disney highlight value streaming bundle increase price espn+ 43 $ 9.99 month   ,2
hyundai unveil new ioniq 6 ev electrified streamliner unique design look   ,2
novavax new covid vaccine perfect people scared mrna tech win unvaccinated @cnbcmakeit   ,2
apple music subscriber access exclusive content artist like carrie underwood   ,2
amazon record prime day wall street cnbc invest club think number   ,2
disney highlight value streaming bundle increase price espn+ 43 $ 9.99 month   ,2
instant pot roombas typically hot selling item amazon prime day event year consumer interested dishwasher pod diaper snack   ,2
amazon plan start deliver package drone texas later year   ,2
musk tesla lower car price inflation calm   ,2
amazon reduce private label item sale fall wsj   ,2
amazon prime day shopper buy diaper snack inflation shift consumer habit   ,2
"amazon plan 4,000 job uk year defy tech downturn   ",2
general motors handle production issue weekly basis ceo mary barra   ,2
listen netflix microsoft partner serve ad mean company listen follow @cnbctheexchange podcast favorite podcast platform   ,2
apple new macbook air near perfect update rule old model   ,2
hyundai unveil new ioniq 6 ev electrified streamliner unique design look   ,2
hyundai unveil new ioniq 6 ev electrified streamliner unique design   ,2
unacceptable emirate airline slams heathrow airport demand cut flight refuse comply   ,2
